channel,topic,field,dtype,logs_present,coverage,selected_core_60pct
action_request.action,action_request,action,uint8,1,0.000718,False
action_request.mode,action_request,mode,uint8,1,0.000718,False
action_request.source,action_request,source,uint8,1,0.000718,False
actuator_armed.armed,actuator_armed,armed,int8,1,0.000718,False
actuator_armed.force_failsafe,actuator_armed,force_failsafe,int8,1,0.000718,False
actuator_armed.in_esc_calibration_mode,actuator_armed,in_esc_calibration_mode,int8,1,0.000718,False
actuator_armed.lockdown,actuator_armed,lockdown,int8,1,0.000718,False
actuator_armed.manual_lockdown,actuator_armed,manual_lockdown,int8,1,0.000718,False
actuator_armed.prearmed,actuator_armed,prearmed,int8,1,0.000718,False
actuator_armed.ready_to_arm,actuator_armed,ready_to_arm,int8,1,0.000718,False
actuator_armed.soft_stop,actuator_armed,soft_stop,int8,1,0.000718,False
actuator_controls_0.control[0],actuator_controls_0,control[0],float32,1393,1.0,True
actuator_controls_0.control[1],actuator_controls_0,control[1],float32,1393,1.0,True
actuator_controls_0.control[2],actuator_controls_0,control[2],float32,1393,1.0,True
actuator_controls_0.control[3],actuator_controls_0,control[3],float32,1393,1.0,True
actuator_controls_0.control[4],actuator_controls_0,control[4],float32,1393,1.0,True
actuator_controls_0.control[5],actuator_controls_0,control[5],float32,1393,1.0,True
actuator_controls_0.control[6],actuator_controls_0,control[6],float32,1393,1.0,True
actuator_controls_0.control[7],actuator_controls_0,control[7],float32,1393,1.0,True
actuator_controls_0.timestamp_sample,actuator_controls_0,timestamp_sample,uint64,1393,1.0,True
actuator_controls_3.control[0],actuator_controls_3,control[0],float32,1,0.000718,False
actuator_controls_3.control[1],actuator_controls_3,control[1],float32,1,0.000718,False
actuator_controls_3.control[2],actuator_controls_3,control[2],float32,1,0.000718,False
actuator_controls_3.control[3],actuator_controls_3,control[3],float32,1,0.000718,False
actuator_controls_3.control[4],actuator_controls_3,control[4],float32,1,0.000718,False
actuator_controls_3.control[5],actuator_controls_3,control[5],float32,1,0.000718,False
actuator_controls_3.control[6],actuator_controls_3,control[6],float32,1,0.000718,False
actuator_controls_3.control[7],actuator_controls_3,control[7],float32,1,0.000718,False
actuator_controls_3.timestamp_sample,actuator_controls_3,timestamp_sample,uint64,1,0.000718,False
actuator_outputs.noutputs,actuator_outputs,noutputs,uint32,1392,0.999282,True
actuator_outputs.output[0],actuator_outputs,output[0],float32,1392,0.999282,True
actuator_outputs.output[10],actuator_outputs,output[10],float32,1392,0.999282,True
actuator_outputs.output[11],actuator_outputs,output[11],float32,1392,0.999282,True
actuator_outputs.output[12],actuator_outputs,output[12],float32,1392,0.999282,True
actuator_outputs.output[13],actuator_outputs,output[13],float32,1392,0.999282,True
actuator_outputs.output[14],actuator_outputs,output[14],float32,1392,0.999282,True
actuator_outputs.output[15],actuator_outputs,output[15],float32,1392,0.999282,True
actuator_outputs.output[1],actuator_outputs,output[1],float32,1392,0.999282,True
actuator_outputs.output[2],actuator_outputs,output[2],float32,1392,0.999282,True
actuator_outputs.output[3],actuator_outputs,output[3],float32,1392,0.999282,True
actuator_outputs.output[4],actuator_outputs,output[4],float32,1392,0.999282,True
actuator_outputs.output[5],actuator_outputs,output[5],float32,1392,0.999282,True
actuator_outputs.output[6],actuator_outputs,output[6],float32,1392,0.999282,True
actuator_outputs.output[7],actuator_outputs,output[7],float32,1392,0.999282,True
actuator_outputs.output[8],actuator_outputs,output[8],float32,1392,0.999282,True
actuator_outputs.output[9],actuator_outputs,output[9],float32,1392,0.999282,True
battery_status.available_energy,battery_status,available_energy,float32,1,0.000718,False
battery_status.average_current_a,battery_status,average_current_a,float32,1327,0.95262,True
battery_status.average_power,battery_status,average_power,float32,1,0.000718,False
battery_status.average_time_to_empty,battery_status,average_time_to_empty,uint16,1328,0.953338,True
battery_status.average_time_to_full,battery_status,average_time_to_full,uint16,1,0.000718,False
battery_status.capacity,battery_status,capacity,uint16,1328,0.953338,True
battery_status.cell_count,battery_status,cell_count,int32,1393,1.0,True
battery_status.connected,battery_status,connected,int8,1393,1.0,True
battery_status.current_a,battery_status,current_a,float32,1393,1.0,True
battery_status.current_average_a,battery_status,current_average_a,float32,1,0.000718,False
battery_status.current_filtered_a,battery_status,current_filtered_a,float32,1393,1.0,True
battery_status.custom_faults,battery_status,custom_faults,uint32,1,0.000718,False
battery_status.cycle_count,battery_status,cycle_count,uint16,1328,0.953338,True
battery_status.design_capacity,battery_status,design_capacity,float32,1,0.000718,False
battery_status.discharged_mah,battery_status,discharged_mah,float32,1393,1.0,True
battery_status.faults,battery_status,faults,uint16,1,0.000718,False
battery_status.full_charge_capacity_wh,battery_status,full_charge_capacity_wh,float32,1,0.000718,False
battery_status.id,battery_status,id,uint8,1,0.000718,False
battery_status.interface_error,battery_status,interface_error,uint16,1,0.000718,False
battery_status.is_powering_off,battery_status,is_powering_off,int8,1328,0.953338,True
battery_status.is_required,battery_status,is_required,int8,1,0.000718,False
battery_status.manufacture_date,battery_status,manufacture_date,uint16,1,0.000718,False
battery_status.max_cell_voltage_delta,battery_status,max_cell_voltage_delta,float32,191,0.137114,False
battery_status.max_error,battery_status,max_error,uint16,1,0.000718,False
battery_status.mode,battery_status,mode,uint8,1,0.000718,False
battery_status.nominal_voltage,battery_status,nominal_voltage,float32,1,0.000718,False
battery_status.over_discharge_count,battery_status,over_discharge_count,uint16,1,0.000718,False
battery_status.priority,battery_status,priority,uint8,1393,1.0,True
battery_status.remaining,battery_status,remaining,float32,1393,1.0,True
battery_status.remaining_capacity_wh,battery_status,remaining_capacity_wh,float32,1,0.000718,False
battery_status.run_time_to_empty,battery_status,run_time_to_empty,uint16,1327,0.95262,True
battery_status.scale,battery_status,scale,float32,1393,1.0,True
battery_status.serial_number,battery_status,serial_number,uint16,1328,0.953338,True
battery_status.source,battery_status,source,uint8,1,0.000718,False
battery_status.state_of_health,battery_status,state_of_health,uint16,1,0.000718,False
battery_status.system_source,battery_status,system_source,int8,1392,0.999282,True
battery_status.temperature,battery_status,temperature,float32,1328,0.953338,True
battery_status.time_remaining_s,battery_status,time_remaining_s,float32,1,0.000718,False
battery_status.voltage_cell_v[0],battery_status,voltage_cell_v[0],float32,191,0.137114,False
battery_status.voltage_cell_v[10],battery_status,voltage_cell_v[10],float32,1,0.000718,False
battery_status.voltage_cell_v[11],battery_status,voltage_cell_v[11],float32,1,0.000718,False
battery_status.voltage_cell_v[12],battery_status,voltage_cell_v[12],float32,1,0.000718,False
battery_status.voltage_cell_v[13],battery_status,voltage_cell_v[13],float32,1,0.000718,False
battery_status.voltage_cell_v[1],battery_status,voltage_cell_v[1],float32,191,0.137114,False
battery_status.voltage_cell_v[2],battery_status,voltage_cell_v[2],float32,191,0.137114,False
battery_status.voltage_cell_v[3],battery_status,voltage_cell_v[3],float32,191,0.137114,False
battery_status.voltage_cell_v[4],battery_status,voltage_cell_v[4],float32,1,0.000718,False
battery_status.voltage_cell_v[5],battery_status,voltage_cell_v[5],float32,1,0.000718,False
battery_status.voltage_cell_v[6],battery_status,voltage_cell_v[6],float32,1,0.000718,False
battery_status.voltage_cell_v[7],battery_status,voltage_cell_v[7],float32,1,0.000718,False
battery_status.voltage_cell_v[8],battery_status,voltage_cell_v[8],float32,1,0.000718,False
battery_status.voltage_cell_v[9],battery_status,voltage_cell_v[9],float32,1,0.000718,False
battery_status.voltage_filtered_v,battery_status,voltage_filtered_v,float32,1393,1.0,True
battery_status.voltage_v,battery_status,voltage_v,float32,1393,1.0,True
battery_status.warning,battery_status,warning,uint8,1393,1.0,True
camera_trigger.feedback,camera_trigger,feedback,int8,126,0.090452,False
camera_trigger.seq,camera_trigger,seq,uint32,126,0.090452,False
camera_trigger.timestamp_utc,camera_trigger,timestamp_utc,uint64,126,0.090452,False
commander_state.main_state,commander_state,main_state,uint8,1,0.000718,False
commander_state.main_state_changes,commander_state,main_state_changes,uint16,1,0.000718,False
cpuload.load,cpuload,load,float32,1393,1.0,True
cpuload.ram_usage,cpuload,ram_usage,float32,1393,1.0,True
distance_sensor.covariance,distance_sensor,covariance,float32,1128,0.809763,True
distance_sensor.current_distance,distance_sensor,current_distance,float32,1319,0.946877,True
distance_sensor.device_id,distance_sensor,device_id,uint32,1,0.000718,False
distance_sensor.h_fov,distance_sensor,h_fov,float32,191,0.137114,False
distance_sensor.id,distance_sensor,id,uint8,1318,0.946159,True
distance_sensor.max_distance,distance_sensor,max_distance,float32,1319,0.946877,True
distance_sensor.min_distance,distance_sensor,min_distance,float32,1319,0.946877,True
distance_sensor.orientation,distance_sensor,orientation,uint8,1319,0.946877,True
distance_sensor.q[0],distance_sensor,q[0],float32,191,0.137114,False
distance_sensor.q[1],distance_sensor,q[1],float32,191,0.137114,False
distance_sensor.q[2],distance_sensor,q[2],float32,191,0.137114,False
distance_sensor.q[3],distance_sensor,q[3],float32,191,0.137114,False
distance_sensor.signal_quality,distance_sensor,signal_quality,int8,191,0.137114,False
distance_sensor.type,distance_sensor,type,uint8,1319,0.946877,True
distance_sensor.v_fov,distance_sensor,v_fov,float32,191,0.137114,False
distance_sensor.variance,distance_sensor,variance,float32,191,0.137114,False
ekf2_innovations.airspeed_innov,ekf2_innovations,airspeed_innov,float32,1373,0.985642,True
ekf2_innovations.airspeed_innov_var,ekf2_innovations,airspeed_innov_var,float32,1373,0.985642,True
ekf2_innovations.aux_vel_innov[0],ekf2_innovations,aux_vel_innov[0],float32,1311,0.941134,True
ekf2_innovations.aux_vel_innov[1],ekf2_innovations,aux_vel_innov[1],float32,1311,0.941134,True
ekf2_innovations.beta_innov,ekf2_innovations,beta_innov,float32,1373,0.985642,True
ekf2_innovations.beta_innov_var,ekf2_innovations,beta_innov_var,float32,1373,0.985642,True
ekf2_innovations.drag_innov[0],ekf2_innovations,drag_innov[0],float32,1373,0.985642,True
ekf2_innovations.drag_innov[1],ekf2_innovations,drag_innov[1],float32,1373,0.985642,True
ekf2_innovations.drag_innov_var[0],ekf2_innovations,drag_innov_var[0],float32,1373,0.985642,True
ekf2_innovations.drag_innov_var[1],ekf2_innovations,drag_innov_var[1],float32,1373,0.985642,True
ekf2_innovations.flow_innov[0],ekf2_innovations,flow_innov[0],float32,1373,0.985642,True
ekf2_innovations.flow_innov[1],ekf2_innovations,flow_innov[1],float32,1373,0.985642,True
ekf2_innovations.flow_innov_var[0],ekf2_innovations,flow_innov_var[0],float32,1373,0.985642,True
ekf2_innovations.flow_innov_var[1],ekf2_innovations,flow_innov_var[1],float32,1373,0.985642,True
ekf2_innovations.hagl_innov,ekf2_innovations,hagl_innov,float32,1373,0.985642,True
ekf2_innovations.hagl_innov_var,ekf2_innovations,hagl_innov_var,float32,1373,0.985642,True
ekf2_innovations.heading_innov,ekf2_innovations,heading_innov,float32,1373,0.985642,True
ekf2_innovations.heading_innov_var,ekf2_innovations,heading_innov_var,float32,1373,0.985642,True
ekf2_innovations.mag_innov[0],ekf2_innovations,mag_innov[0],float32,1373,0.985642,True
ekf2_innovations.mag_innov[1],ekf2_innovations,mag_innov[1],float32,1373,0.985642,True
ekf2_innovations.mag_innov[2],ekf2_innovations,mag_innov[2],float32,1373,0.985642,True
ekf2_innovations.mag_innov_var[0],ekf2_innovations,mag_innov_var[0],float32,1373,0.985642,True
ekf2_innovations.mag_innov_var[1],ekf2_innovations,mag_innov_var[1],float32,1373,0.985642,True
ekf2_innovations.mag_innov_var[2],ekf2_innovations,mag_innov_var[2],float32,1373,0.985642,True
ekf2_innovations.output_tracking_error[0],ekf2_innovations,output_tracking_error[0],float32,1373,0.985642,True
ekf2_innovations.output_tracking_error[1],ekf2_innovations,output_tracking_error[1],float32,1373,0.985642,True
ekf2_innovations.output_tracking_error[2],ekf2_innovations,output_tracking_error[2],float32,1373,0.985642,True
ekf2_innovations.vel_pos_innov[0],ekf2_innovations,vel_pos_innov[0],float32,1373,0.985642,True
ekf2_innovations.vel_pos_innov[1],ekf2_innovations,vel_pos_innov[1],float32,1373,0.985642,True
ekf2_innovations.vel_pos_innov[2],ekf2_innovations,vel_pos_innov[2],float32,1373,0.985642,True
ekf2_innovations.vel_pos_innov[3],ekf2_innovations,vel_pos_innov[3],float32,1373,0.985642,True
ekf2_innovations.vel_pos_innov[4],ekf2_innovations,vel_pos_innov[4],float32,1373,0.985642,True
ekf2_innovations.vel_pos_innov[5],ekf2_innovations,vel_pos_innov[5],float32,1373,0.985642,True
ekf2_innovations.vel_pos_innov_var[0],ekf2_innovations,vel_pos_innov_var[0],float32,1373,0.985642,True
ekf2_innovations.vel_pos_innov_var[1],ekf2_innovations,vel_pos_innov_var[1],float32,1373,0.985642,True
ekf2_innovations.vel_pos_innov_var[2],ekf2_innovations,vel_pos_innov_var[2],float32,1373,0.985642,True
ekf2_innovations.vel_pos_innov_var[3],ekf2_innovations,vel_pos_innov_var[3],float32,1373,0.985642,True
ekf2_innovations.vel_pos_innov_var[4],ekf2_innovations,vel_pos_innov_var[4],float32,1373,0.985642,True
ekf2_innovations.vel_pos_innov_var[5],ekf2_innovations,vel_pos_innov_var[5],float32,1373,0.985642,True
ekf2_timestamps.airspeed_timestamp_rel,ekf2_timestamps,airspeed_timestamp_rel,int16,743,0.533381,False
ekf2_timestamps.distance_sensor_timestamp_rel,ekf2_timestamps,distance_sensor_timestamp_rel,int16,743,0.533381,False
ekf2_timestamps.gps_timestamp_rel,ekf2_timestamps,gps_timestamp_rel,int16,742,0.532663,False
ekf2_timestamps.optical_flow_timestamp_rel,ekf2_timestamps,optical_flow_timestamp_rel,int16,743,0.533381,False
ekf2_timestamps.vehicle_air_data_timestamp_rel,ekf2_timestamps,vehicle_air_data_timestamp_rel,int16,683,0.490309,False
ekf2_timestamps.vehicle_magnetometer_timestamp_rel,ekf2_timestamps,vehicle_magnetometer_timestamp_rel,int16,683,0.490309,False
ekf2_timestamps.vision_attitude_timestamp_rel,ekf2_timestamps,vision_attitude_timestamp_rel,int16,563,0.404164,False
ekf2_timestamps.vision_position_timestamp_rel,ekf2_timestamps,vision_position_timestamp_rel,int16,563,0.404164,False
ekf2_timestamps.visual_odometry_timestamp_rel,ekf2_timestamps,visual_odometry_timestamp_rel,int16,180,0.129218,False
estimator_attitude.delta_q_reset[0],estimator_attitude,delta_q_reset[0],float32,1,0.000718,False
estimator_attitude.delta_q_reset[1],estimator_attitude,delta_q_reset[1],float32,1,0.000718,False
estimator_attitude.delta_q_reset[2],estimator_attitude,delta_q_reset[2],float32,1,0.000718,False
estimator_attitude.delta_q_reset[3],estimator_attitude,delta_q_reset[3],float32,1,0.000718,False
estimator_attitude.q[0],estimator_attitude,q[0],float32,1,0.000718,False
estimator_attitude.q[1],estimator_attitude,q[1],float32,1,0.000718,False
estimator_attitude.q[2],estimator_attitude,q[2],float32,1,0.000718,False
estimator_attitude.q[3],estimator_attitude,q[3],float32,1,0.000718,False
estimator_attitude.quat_reset_counter,estimator_attitude,quat_reset_counter,uint8,1,0.000718,False
estimator_attitude.timestamp_sample,estimator_attitude,timestamp_sample,uint64,1,0.000718,False
estimator_event_flags.bad_yaw_using_gps_course,estimator_event_flags,bad_yaw_using_gps_course,int8,1,0.000718,False
estimator_event_flags.emergency_yaw_reset_gps_yaw_stopped,estimator_event_flags,emergency_yaw_reset_gps_yaw_stopped,int8,1,0.000718,False
estimator_event_flags.emergency_yaw_reset_mag_stopped,estimator_event_flags,emergency_yaw_reset_mag_stopped,int8,1,0.000718,False
estimator_event_flags.gps_checks_passed,estimator_event_flags,gps_checks_passed,int8,1,0.000718,False
estimator_event_flags.gps_data_stopped,estimator_event_flags,gps_data_stopped,int8,1,0.000718,False
estimator_event_flags.gps_data_stopped_using_alternate,estimator_event_flags,gps_data_stopped_using_alternate,int8,1,0.000718,False
estimator_event_flags.gps_fusion_timout,estimator_event_flags,gps_fusion_timout,int8,1,0.000718,False
estimator_event_flags.gps_quality_poor,estimator_event_flags,gps_quality_poor,int8,1,0.000718,False
estimator_event_flags.height_sensor_timeout,estimator_event_flags,height_sensor_timeout,int8,1,0.000718,False
estimator_event_flags.information_event_changes,estimator_event_flags,information_event_changes,uint32,1,0.000718,False
estimator_event_flags.invalid_accel_bias_cov_reset,estimator_event_flags,invalid_accel_bias_cov_reset,int8,1,0.000718,False
estimator_event_flags.reset_pos_to_gps,estimator_event_flags,reset_pos_to_gps,int8,1,0.000718,False
estimator_event_flags.reset_pos_to_last_known,estimator_event_flags,reset_pos_to_last_known,int8,1,0.000718,False
estimator_event_flags.reset_pos_to_vision,estimator_event_flags,reset_pos_to_vision,int8,1,0.000718,False
estimator_event_flags.reset_vel_to_flow,estimator_event_flags,reset_vel_to_flow,int8,1,0.000718,False
estimator_event_flags.reset_vel_to_gps,estimator_event_flags,reset_vel_to_gps,int8,1,0.000718,False
estimator_event_flags.reset_vel_to_vision,estimator_event_flags,reset_vel_to_vision,int8,1,0.000718,False
estimator_event_flags.reset_vel_to_zero,estimator_event_flags,reset_vel_to_zero,int8,1,0.000718,False
estimator_event_flags.starting_gps_fusion,estimator_event_flags,starting_gps_fusion,int8,1,0.000718,False
estimator_event_flags.starting_vision_pos_fusion,estimator_event_flags,starting_vision_pos_fusion,int8,1,0.000718,False
estimator_event_flags.starting_vision_vel_fusion,estimator_event_flags,starting_vision_vel_fusion,int8,1,0.000718,False
estimator_event_flags.starting_vision_yaw_fusion,estimator_event_flags,starting_vision_yaw_fusion,int8,1,0.000718,False
estimator_event_flags.stopping_mag_use,estimator_event_flags,stopping_mag_use,int8,1,0.000718,False
estimator_event_flags.stopping_navigation,estimator_event_flags,stopping_navigation,int8,1,0.000718,False
estimator_event_flags.timestamp_sample,estimator_event_flags,timestamp_sample,uint64,1,0.000718,False
estimator_event_flags.vision_data_stopped,estimator_event_flags,vision_data_stopped,int8,1,0.000718,False
estimator_event_flags.warning_event_changes,estimator_event_flags,warning_event_changes,uint32,1,0.000718,False
estimator_event_flags.yaw_aligned_to_imu_gps,estimator_event_flags,yaw_aligned_to_imu_gps,int8,1,0.000718,False
estimator_innovation_test_ratios.airspeed,estimator_innovation_test_ratios,airspeed,float32,1,0.000718,False
estimator_innovation_test_ratios.aux_hvel[0],estimator_innovation_test_ratios,aux_hvel[0],float32,1,0.000718,False
estimator_innovation_test_ratios.aux_hvel[1],estimator_innovation_test_ratios,aux_hvel[1],float32,1,0.000718,False
estimator_innovation_test_ratios.aux_vvel,estimator_innovation_test_ratios,aux_vvel,float32,1,0.000718,False
estimator_innovation_test_ratios.baro_vpos,estimator_innovation_test_ratios,baro_vpos,float32,1,0.000718,False
estimator_innovation_test_ratios.beta,estimator_innovation_test_ratios,beta,float32,1,0.000718,False
estimator_innovation_test_ratios.drag[0],estimator_innovation_test_ratios,drag[0],float32,1,0.000718,False
estimator_innovation_test_ratios.drag[1],estimator_innovation_test_ratios,drag[1],float32,1,0.000718,False
estimator_innovation_test_ratios.ev_hpos[0],estimator_innovation_test_ratios,ev_hpos[0],float32,1,0.000718,False
estimator_innovation_test_ratios.ev_hpos[1],estimator_innovation_test_ratios,ev_hpos[1],float32,1,0.000718,False
estimator_innovation_test_ratios.ev_hvel[0],estimator_innovation_test_ratios,ev_hvel[0],float32,1,0.000718,False
estimator_innovation_test_ratios.ev_hvel[1],estimator_innovation_test_ratios,ev_hvel[1],float32,1,0.000718,False
estimator_innovation_test_ratios.ev_vpos,estimator_innovation_test_ratios,ev_vpos,float32,1,0.000718,False
estimator_innovation_test_ratios.ev_vvel,estimator_innovation_test_ratios,ev_vvel,float32,1,0.000718,False
estimator_innovation_test_ratios.flow[0],estimator_innovation_test_ratios,flow[0],float32,1,0.000718,False
estimator_innovation_test_ratios.flow[1],estimator_innovation_test_ratios,flow[1],float32,1,0.000718,False
estimator_innovation_test_ratios.gps_hpos[0],estimator_innovation_test_ratios,gps_hpos[0],float32,1,0.000718,False
estimator_innovation_test_ratios.gps_hpos[1],estimator_innovation_test_ratios,gps_hpos[1],float32,1,0.000718,False
estimator_innovation_test_ratios.gps_hvel[0],estimator_innovation_test_ratios,gps_hvel[0],float32,1,0.000718,False
estimator_innovation_test_ratios.gps_hvel[1],estimator_innovation_test_ratios,gps_hvel[1],float32,1,0.000718,False
estimator_innovation_test_ratios.gps_vpos,estimator_innovation_test_ratios,gps_vpos,float32,1,0.000718,False
estimator_innovation_test_ratios.gps_vvel,estimator_innovation_test_ratios,gps_vvel,float32,1,0.000718,False
estimator_innovation_test_ratios.hagl,estimator_innovation_test_ratios,hagl,float32,1,0.000718,False
estimator_innovation_test_ratios.hagl_rate,estimator_innovation_test_ratios,hagl_rate,float32,1,0.000718,False
estimator_innovation_test_ratios.heading,estimator_innovation_test_ratios,heading,float32,1,0.000718,False
estimator_innovation_test_ratios.mag_field[0],estimator_innovation_test_ratios,mag_field[0],float32,1,0.000718,False
estimator_innovation_test_ratios.mag_field[1],estimator_innovation_test_ratios,mag_field[1],float32,1,0.000718,False
estimator_innovation_test_ratios.mag_field[2],estimator_innovation_test_ratios,mag_field[2],float32,1,0.000718,False
estimator_innovation_test_ratios.rng_vpos,estimator_innovation_test_ratios,rng_vpos,float32,1,0.000718,False
estimator_innovation_test_ratios.timestamp_sample,estimator_innovation_test_ratios,timestamp_sample,uint64,1,0.000718,False
estimator_innovation_variances.airspeed,estimator_innovation_variances,airspeed,float32,1,0.000718,False
estimator_innovation_variances.aux_hvel[0],estimator_innovation_variances,aux_hvel[0],float32,1,0.000718,False
estimator_innovation_variances.aux_hvel[1],estimator_innovation_variances,aux_hvel[1],float32,1,0.000718,False
estimator_innovation_variances.aux_vvel,estimator_innovation_variances,aux_vvel,float32,1,0.000718,False
estimator_innovation_variances.baro_vpos,estimator_innovation_variances,baro_vpos,float32,1,0.000718,False
estimator_innovation_variances.beta,estimator_innovation_variances,beta,float32,1,0.000718,False
estimator_innovation_variances.drag[0],estimator_innovation_variances,drag[0],float32,1,0.000718,False
estimator_innovation_variances.drag[1],estimator_innovation_variances,drag[1],float32,1,0.000718,False
estimator_innovation_variances.ev_hpos[0],estimator_innovation_variances,ev_hpos[0],float32,1,0.000718,False
estimator_innovation_variances.ev_hpos[1],estimator_innovation_variances,ev_hpos[1],float32,1,0.000718,False
estimator_innovation_variances.ev_hvel[0],estimator_innovation_variances,ev_hvel[0],float32,1,0.000718,False
estimator_innovation_variances.ev_hvel[1],estimator_innovation_variances,ev_hvel[1],float32,1,0.000718,False
estimator_innovation_variances.ev_vpos,estimator_innovation_variances,ev_vpos,float32,1,0.000718,False
estimator_innovation_variances.ev_vvel,estimator_innovation_variances,ev_vvel,float32,1,0.000718,False
estimator_innovation_variances.flow[0],estimator_innovation_variances,flow[0],float32,1,0.000718,False
estimator_innovation_variances.flow[1],estimator_innovation_variances,flow[1],float32,1,0.000718,False
estimator_innovation_variances.gps_hpos[0],estimator_innovation_variances,gps_hpos[0],float32,1,0.000718,False
estimator_innovation_variances.gps_hpos[1],estimator_innovation_variances,gps_hpos[1],float32,1,0.000718,False
estimator_innovation_variances.gps_hvel[0],estimator_innovation_variances,gps_hvel[0],float32,1,0.000718,False
estimator_innovation_variances.gps_hvel[1],estimator_innovation_variances,gps_hvel[1],float32,1,0.000718,False
estimator_innovation_variances.gps_vpos,estimator_innovation_variances,gps_vpos,float32,1,0.000718,False
estimator_innovation_variances.gps_vvel,estimator_innovation_variances,gps_vvel,float32,1,0.000718,False
estimator_innovation_variances.hagl,estimator_innovation_variances,hagl,float32,1,0.000718,False
estimator_innovation_variances.hagl_rate,estimator_innovation_variances,hagl_rate,float32,1,0.000718,False
estimator_innovation_variances.heading,estimator_innovation_variances,heading,float32,1,0.000718,False
estimator_innovation_variances.mag_field[0],estimator_innovation_variances,mag_field[0],float32,1,0.000718,False
estimator_innovation_variances.mag_field[1],estimator_innovation_variances,mag_field[1],float32,1,0.000718,False
estimator_innovation_variances.mag_field[2],estimator_innovation_variances,mag_field[2],float32,1,0.000718,False
estimator_innovation_variances.rng_vpos,estimator_innovation_variances,rng_vpos,float32,1,0.000718,False
estimator_innovation_variances.timestamp_sample,estimator_innovation_variances,timestamp_sample,uint64,1,0.000718,False
estimator_innovations.airspeed,estimator_innovations,airspeed,float32,1,0.000718,False
estimator_innovations.aux_hvel[0],estimator_innovations,aux_hvel[0],float32,1,0.000718,False
estimator_innovations.aux_hvel[1],estimator_innovations,aux_hvel[1],float32,1,0.000718,False
estimator_innovations.aux_vvel,estimator_innovations,aux_vvel,float32,1,0.000718,False
estimator_innovations.baro_vpos,estimator_innovations,baro_vpos,float32,1,0.000718,False
estimator_innovations.beta,estimator_innovations,beta,float32,1,0.000718,False
estimator_innovations.drag[0],estimator_innovations,drag[0],float32,1,0.000718,False
estimator_innovations.drag[1],estimator_innovations,drag[1],float32,1,0.000718,False
estimator_innovations.ev_hpos[0],estimator_innovations,ev_hpos[0],float32,1,0.000718,False
estimator_innovations.ev_hpos[1],estimator_innovations,ev_hpos[1],float32,1,0.000718,False
estimator_innovations.ev_hvel[0],estimator_innovations,ev_hvel[0],float32,1,0.000718,False
estimator_innovations.ev_hvel[1],estimator_innovations,ev_hvel[1],float32,1,0.000718,False
estimator_innovations.ev_vpos,estimator_innovations,ev_vpos,float32,1,0.000718,False
estimator_innovations.ev_vvel,estimator_innovations,ev_vvel,float32,1,0.000718,False
estimator_innovations.flow[0],estimator_innovations,flow[0],float32,1,0.000718,False
estimator_innovations.flow[1],estimator_innovations,flow[1],float32,1,0.000718,False
estimator_innovations.gps_hpos[0],estimator_innovations,gps_hpos[0],float32,1,0.000718,False
estimator_innovations.gps_hpos[1],estimator_innovations,gps_hpos[1],float32,1,0.000718,False
estimator_innovations.gps_hvel[0],estimator_innovations,gps_hvel[0],float32,1,0.000718,False
estimator_innovations.gps_hvel[1],estimator_innovations,gps_hvel[1],float32,1,0.000718,False
estimator_innovations.gps_vpos,estimator_innovations,gps_vpos,float32,1,0.000718,False
estimator_innovations.gps_vvel,estimator_innovations,gps_vvel,float32,1,0.000718,False
estimator_innovations.hagl,estimator_innovations,hagl,float32,1,0.000718,False
estimator_innovations.hagl_rate,estimator_innovations,hagl_rate,float32,1,0.000718,False
estimator_innovations.heading,estimator_innovations,heading,float32,1,0.000718,False
estimator_innovations.mag_field[0],estimator_innovations,mag_field[0],float32,1,0.000718,False
estimator_innovations.mag_field[1],estimator_innovations,mag_field[1],float32,1,0.000718,False
estimator_innovations.mag_field[2],estimator_innovations,mag_field[2],float32,1,0.000718,False
estimator_innovations.rng_vpos,estimator_innovations,rng_vpos,float32,1,0.000718,False
estimator_innovations.timestamp_sample,estimator_innovations,timestamp_sample,uint64,1,0.000718,False
estimator_local_position.ax,estimator_local_position,ax,float32,1,0.000718,False
estimator_local_position.ay,estimator_local_position,ay,float32,1,0.000718,False
estimator_local_position.az,estimator_local_position,az,float32,1,0.000718,False
estimator_local_position.delta_heading,estimator_local_position,delta_heading,float32,1,0.000718,False
estimator_local_position.delta_vxy[0],estimator_local_position,delta_vxy[0],float32,1,0.000718,False
estimator_local_position.delta_vxy[1],estimator_local_position,delta_vxy[1],float32,1,0.000718,False
estimator_local_position.delta_vz,estimator_local_position,delta_vz,float32,1,0.000718,False
estimator_local_position.delta_xy[0],estimator_local_position,delta_xy[0],float32,1,0.000718,False
estimator_local_position.delta_xy[1],estimator_local_position,delta_xy[1],float32,1,0.000718,False
estimator_local_position.delta_z,estimator_local_position,delta_z,float32,1,0.000718,False
estimator_local_position.dist_bottom,estimator_local_position,dist_bottom,float32,1,0.000718,False
estimator_local_position.dist_bottom_sensor_bitfield,estimator_local_position,dist_bottom_sensor_bitfield,uint8,1,0.000718,False
estimator_local_position.dist_bottom_valid,estimator_local_position,dist_bottom_valid,int8,1,0.000718,False
estimator_local_position.eph,estimator_local_position,eph,float32,1,0.000718,False
estimator_local_position.epv,estimator_local_position,epv,float32,1,0.000718,False
