channel,topic,field,dtype,logs_present,coverage,selected_core_60pct
position_setpoint_triplet.next.velocity_frame,position_setpoint_triplet,next.velocity_frame,uint8,909,0.652548,True
position_setpoint_triplet.next.velocity_valid,position_setpoint_triplet,next.velocity_valid,int8,909,0.652548,True
position_setpoint_triplet.next.vx,position_setpoint_triplet,next.vx,float32,909,0.652548,True
position_setpoint_triplet.next.vy,position_setpoint_triplet,next.vy,float32,909,0.652548,True
position_setpoint_triplet.next.vz,position_setpoint_triplet,next.vz,float32,909,0.652548,True
position_setpoint_triplet.next.x,position_setpoint_triplet,next.x,float32,908,0.651831,True
position_setpoint_triplet.next.y,position_setpoint_triplet,next.y,float32,908,0.651831,True
position_setpoint_triplet.next.yaw,position_setpoint_triplet,next.yaw,float32,909,0.652548,True
position_setpoint_triplet.next.yaw_valid,position_setpoint_triplet,next.yaw_valid,int8,909,0.652548,True
position_setpoint_triplet.next.yawspeed,position_setpoint_triplet,next.yawspeed,float32,909,0.652548,True
position_setpoint_triplet.next.yawspeed_valid,position_setpoint_triplet,next.yawspeed_valid,int8,909,0.652548,True
position_setpoint_triplet.next.z,position_setpoint_triplet,next.z,float32,908,0.651831,True
position_setpoint_triplet.previous._padding0[0],position_setpoint_triplet,previous._padding0[0],uint8,909,0.652548,True
position_setpoint_triplet.previous._padding0[1],position_setpoint_triplet,previous._padding0[1],uint8,177,0.127064,False
position_setpoint_triplet.previous._padding0[2],position_setpoint_triplet,previous._padding0[2],uint8,177,0.127064,False
position_setpoint_triplet.previous._padding0[3],position_setpoint_triplet,previous._padding0[3],uint8,177,0.127064,False
position_setpoint_triplet.previous._padding0[4],position_setpoint_triplet,previous._padding0[4],uint8,177,0.127064,False
position_setpoint_triplet.previous._padding0[5],position_setpoint_triplet,previous._padding0[5],uint8,177,0.127064,False
position_setpoint_triplet.previous._padding0[6],position_setpoint_triplet,previous._padding0[6],uint8,176,0.126346,False
position_setpoint_triplet.previous.a_x,position_setpoint_triplet,previous.a_x,float32,908,0.651831,True
position_setpoint_triplet.previous.a_y,position_setpoint_triplet,previous.a_y,float32,908,0.651831,True
position_setpoint_triplet.previous.a_z,position_setpoint_triplet,previous.a_z,float32,908,0.651831,True
position_setpoint_triplet.previous.acceleration_is_force,position_setpoint_triplet,previous.acceleration_is_force,int8,908,0.651831,True
position_setpoint_triplet.previous.acceleration_valid,position_setpoint_triplet,previous.acceleration_valid,int8,908,0.651831,True
position_setpoint_triplet.previous.acceptance_radius,position_setpoint_triplet,previous.acceptance_radius,float32,909,0.652548,True
position_setpoint_triplet.previous.allow_weather_vane,position_setpoint_triplet,previous.allow_weather_vane,int8,176,0.126346,False
position_setpoint_triplet.previous.alt,position_setpoint_triplet,previous.alt,float32,909,0.652548,True
position_setpoint_triplet.previous.alt_valid,position_setpoint_triplet,previous.alt_valid,int8,909,0.652548,True
position_setpoint_triplet.previous.cruising_speed,position_setpoint_triplet,previous.cruising_speed,float32,909,0.652548,True
position_setpoint_triplet.previous.cruising_throttle,position_setpoint_triplet,previous.cruising_throttle,float32,909,0.652548,True
position_setpoint_triplet.previous.disable_weather_vane,position_setpoint_triplet,previous.disable_weather_vane,int8,1,0.000718,False
position_setpoint_triplet.previous.landing_gear,position_setpoint_triplet,previous.landing_gear,int8,177,0.127064,False
position_setpoint_triplet.previous.lat,position_setpoint_triplet,previous.lat,float64,909,0.652548,True
position_setpoint_triplet.previous.loiter_direction,position_setpoint_triplet,previous.loiter_direction,int8,909,0.652548,True
position_setpoint_triplet.previous.loiter_radius,position_setpoint_triplet,previous.loiter_radius,float32,909,0.652548,True
position_setpoint_triplet.previous.lon,position_setpoint_triplet,previous.lon,float64,909,0.652548,True
position_setpoint_triplet.previous.pitch_min,position_setpoint_triplet,previous.pitch_min,float32,908,0.651831,True
position_setpoint_triplet.previous.position_valid,position_setpoint_triplet,previous.position_valid,int8,908,0.651831,True
position_setpoint_triplet.previous.timestamp,position_setpoint_triplet,previous.timestamp,uint64,909,0.652548,True
position_setpoint_triplet.previous.type,position_setpoint_triplet,previous.type,uint8,909,0.652548,True
position_setpoint_triplet.previous.valid,position_setpoint_triplet,previous.valid,int8,909,0.652548,True
position_setpoint_triplet.previous.velocity_frame,position_setpoint_triplet,previous.velocity_frame,uint8,909,0.652548,True
position_setpoint_triplet.previous.velocity_valid,position_setpoint_triplet,previous.velocity_valid,int8,909,0.652548,True
position_setpoint_triplet.previous.vx,position_setpoint_triplet,previous.vx,float32,909,0.652548,True
position_setpoint_triplet.previous.vy,position_setpoint_triplet,previous.vy,float32,909,0.652548,True
position_setpoint_triplet.previous.vz,position_setpoint_triplet,previous.vz,float32,909,0.652548,True
position_setpoint_triplet.previous.x,position_setpoint_triplet,previous.x,float32,908,0.651831,True
position_setpoint_triplet.previous.y,position_setpoint_triplet,previous.y,float32,908,0.651831,True
position_setpoint_triplet.previous.yaw,position_setpoint_triplet,previous.yaw,float32,909,0.652548,True
position_setpoint_triplet.previous.yaw_valid,position_setpoint_triplet,previous.yaw_valid,int8,909,0.652548,True
position_setpoint_triplet.previous.yawspeed,position_setpoint_triplet,previous.yawspeed,float32,909,0.652548,True
position_setpoint_triplet.previous.yawspeed_valid,position_setpoint_triplet,previous.yawspeed_valid,int8,909,0.652548,True
position_setpoint_triplet.previous.z,position_setpoint_triplet,previous.z,float32,908,0.651831,True
rate_ctrl_status.additional_integ1,rate_ctrl_status,additional_integ1,float32,1328,0.953338,True
rate_ctrl_status.pitchspeed,rate_ctrl_status,pitchspeed,float32,1137,0.816224,True
rate_ctrl_status.pitchspeed_integ,rate_ctrl_status,pitchspeed_integ,float32,1328,0.953338,True
rate_ctrl_status.rollspeed,rate_ctrl_status,rollspeed,float32,1137,0.816224,True
rate_ctrl_status.rollspeed_integ,rate_ctrl_status,rollspeed_integ,float32,1328,0.953338,True
rate_ctrl_status.yawspeed,rate_ctrl_status,yawspeed,float32,1137,0.816224,True
rate_ctrl_status.yawspeed_integ,rate_ctrl_status,yawspeed_integ,float32,1328,0.953338,True
rtl_time_estimate.safe_time_estimate,rtl_time_estimate,safe_time_estimate,float32,1,0.000718,False
rtl_time_estimate.time_estimate,rtl_time_estimate,time_estimate,float32,1,0.000718,False
rtl_time_estimate.valid,rtl_time_estimate,valid,int8,1,0.000718,False
safety.override_available,safety,override_available,int8,1137,0.816224,True
safety.override_enabled,safety,override_enabled,int8,1137,0.816224,True
safety.safety_off,safety,safety_off,int8,1138,0.816942,True
safety.safety_switch_available,safety,safety_switch_available,int8,1138,0.816942,True
sensor_accel.clip_counter[0],sensor_accel,clip_counter[0],uint8,1,0.000718,False
sensor_accel.clip_counter[1],sensor_accel,clip_counter[1],uint8,1,0.000718,False
sensor_accel.clip_counter[2],sensor_accel,clip_counter[2],uint8,1,0.000718,False
sensor_accel.device_id,sensor_accel,device_id,uint32,512,0.367552,False
sensor_accel.error_count,sensor_accel,error_count,uint64,512,0.367552,False
sensor_accel.integral_dt,sensor_accel,integral_dt,uint64,511,0.366834,False
sensor_accel.range_m_s2,sensor_accel,range_m_s2,float32,511,0.366834,False
sensor_accel.samples,sensor_accel,samples,uint8,1,0.000718,False
sensor_accel.scaling,sensor_accel,scaling,float32,511,0.366834,False
sensor_accel.temperature,sensor_accel,temperature,float32,512,0.367552,False
sensor_accel.temperature_raw,sensor_accel,temperature_raw,int16,511,0.366834,False
sensor_accel.timestamp_sample,sensor_accel,timestamp_sample,uint64,1,0.000718,False
sensor_accel.x,sensor_accel,x,float32,512,0.367552,False
sensor_accel.x_integral,sensor_accel,x_integral,float32,511,0.366834,False
sensor_accel.x_raw,sensor_accel,x_raw,int16,511,0.366834,False
sensor_accel.y,sensor_accel,y,float32,512,0.367552,False
sensor_accel.y_integral,sensor_accel,y_integral,float32,511,0.366834,False
sensor_accel.y_raw,sensor_accel,y_raw,int16,511,0.366834,False
sensor_accel.z,sensor_accel,z,float32,512,0.367552,False
sensor_accel.z_integral,sensor_accel,z_integral,float32,511,0.366834,False
sensor_accel.z_raw,sensor_accel,z_raw,int16,511,0.366834,False
sensor_baro.altitude,sensor_baro,altitude,float32,65,0.046662,False
sensor_baro.device_id,sensor_baro,device_id,uint32,530,0.380474,False
sensor_baro.error_count,sensor_baro,error_count,uint64,530,0.380474,False
sensor_baro.pressure,sensor_baro,pressure,float32,530,0.380474,False
sensor_baro.temperature,sensor_baro,temperature,float32,530,0.380474,False
sensor_baro.timestamp_sample,sensor_baro,timestamp_sample,uint64,1,0.000718,False
sensor_combined.accel_calibration_count,sensor_combined,accel_calibration_count,uint8,1,0.000718,False
sensor_combined.accelerometer_clipping,sensor_combined,accelerometer_clipping,uint8,1,0.000718,False
sensor_combined.accelerometer_integral_dt,sensor_combined,accelerometer_integral_dt,uint32,1393,1.0,True
sensor_combined.accelerometer_m_s2[0],sensor_combined,accelerometer_m_s2[0],float32,1393,1.0,True
sensor_combined.accelerometer_m_s2[1],sensor_combined,accelerometer_m_s2[1],float32,1393,1.0,True
sensor_combined.accelerometer_m_s2[2],sensor_combined,accelerometer_m_s2[2],float32,1393,1.0,True
sensor_combined.accelerometer_timestamp_relative,sensor_combined,accelerometer_timestamp_relative,int32,1393,1.0,True
sensor_combined.baro_alt_meter,sensor_combined,baro_alt_meter,float32,65,0.046662,False
sensor_combined.baro_temp_celcius,sensor_combined,baro_temp_celcius,float32,65,0.046662,False
sensor_combined.baro_timestamp_relative,sensor_combined,baro_timestamp_relative,int32,65,0.046662,False
sensor_combined.gyro_calibration_count,sensor_combined,gyro_calibration_count,uint8,1,0.000718,False
sensor_combined.gyro_integral_dt,sensor_combined,gyro_integral_dt,uint32,1393,1.0,True
sensor_combined.gyro_rad[0],sensor_combined,gyro_rad[0],float32,1393,1.0,True
sensor_combined.gyro_rad[1],sensor_combined,gyro_rad[1],float32,1393,1.0,True
sensor_combined.gyro_rad[2],sensor_combined,gyro_rad[2],float32,1393,1.0,True
sensor_combined.magnetometer_ga[0],sensor_combined,magnetometer_ga[0],float32,65,0.046662,False
sensor_combined.magnetometer_ga[1],sensor_combined,magnetometer_ga[1],float32,65,0.046662,False
sensor_combined.magnetometer_ga[2],sensor_combined,magnetometer_ga[2],float32,65,0.046662,False
sensor_combined.magnetometer_timestamp_relative,sensor_combined,magnetometer_timestamp_relative,int32,65,0.046662,False
sensor_gyro.device_id,sensor_gyro,device_id,uint32,512,0.367552,False
sensor_gyro.error_count,sensor_gyro,error_count,uint64,512,0.367552,False
sensor_gyro.integral_dt,sensor_gyro,integral_dt,uint64,511,0.366834,False
sensor_gyro.range_rad_s,sensor_gyro,range_rad_s,float32,511,0.366834,False
sensor_gyro.samples,sensor_gyro,samples,uint8,1,0.000718,False
sensor_gyro.scaling,sensor_gyro,scaling,float32,511,0.366834,False
sensor_gyro.temperature,sensor_gyro,temperature,float32,512,0.367552,False
sensor_gyro.temperature_raw,sensor_gyro,temperature_raw,int16,511,0.366834,False
sensor_gyro.timestamp_sample,sensor_gyro,timestamp_sample,uint64,1,0.000718,False
sensor_gyro.x,sensor_gyro,x,float32,512,0.367552,False
sensor_gyro.x_integral,sensor_gyro,x_integral,float32,511,0.366834,False
sensor_gyro.x_raw,sensor_gyro,x_raw,int16,511,0.366834,False
sensor_gyro.y,sensor_gyro,y,float32,512,0.367552,False
sensor_gyro.y_integral,sensor_gyro,y_integral,float32,511,0.366834,False
sensor_gyro.y_raw,sensor_gyro,y_raw,int16,511,0.366834,False
sensor_gyro.z,sensor_gyro,z,float32,512,0.367552,False
sensor_gyro.z_integral,sensor_gyro,z_integral,float32,511,0.366834,False
sensor_gyro.z_raw,sensor_gyro,z_raw,int16,511,0.366834,False
sensor_gyro_fft.device_id,sensor_gyro_fft,device_id,uint32,1,0.000718,False
sensor_gyro_fft.peak_frequencies_x[0],sensor_gyro_fft,peak_frequencies_x[0],float32,1,0.000718,False
sensor_gyro_fft.peak_frequencies_x[1],sensor_gyro_fft,peak_frequencies_x[1],float32,1,0.000718,False
sensor_gyro_fft.peak_frequencies_x[2],sensor_gyro_fft,peak_frequencies_x[2],float32,1,0.000718,False
sensor_gyro_fft.peak_frequencies_y[0],sensor_gyro_fft,peak_frequencies_y[0],float32,1,0.000718,False
sensor_gyro_fft.peak_frequencies_y[1],sensor_gyro_fft,peak_frequencies_y[1],float32,1,0.000718,False
sensor_gyro_fft.peak_frequencies_y[2],sensor_gyro_fft,peak_frequencies_y[2],float32,1,0.000718,False
sensor_gyro_fft.peak_frequencies_z[0],sensor_gyro_fft,peak_frequencies_z[0],float32,1,0.000718,False
sensor_gyro_fft.peak_frequencies_z[1],sensor_gyro_fft,peak_frequencies_z[1],float32,1,0.000718,False
sensor_gyro_fft.peak_frequencies_z[2],sensor_gyro_fft,peak_frequencies_z[2],float32,1,0.000718,False
sensor_gyro_fft.peak_snr_x[0],sensor_gyro_fft,peak_snr_x[0],float32,1,0.000718,False
sensor_gyro_fft.peak_snr_x[1],sensor_gyro_fft,peak_snr_x[1],float32,1,0.000718,False
sensor_gyro_fft.peak_snr_x[2],sensor_gyro_fft,peak_snr_x[2],float32,1,0.000718,False
sensor_gyro_fft.peak_snr_y[0],sensor_gyro_fft,peak_snr_y[0],float32,1,0.000718,False
sensor_gyro_fft.peak_snr_y[1],sensor_gyro_fft,peak_snr_y[1],float32,1,0.000718,False
sensor_gyro_fft.peak_snr_y[2],sensor_gyro_fft,peak_snr_y[2],float32,1,0.000718,False
sensor_gyro_fft.peak_snr_z[0],sensor_gyro_fft,peak_snr_z[0],float32,1,0.000718,False
sensor_gyro_fft.peak_snr_z[1],sensor_gyro_fft,peak_snr_z[1],float32,1,0.000718,False
sensor_gyro_fft.peak_snr_z[2],sensor_gyro_fft,peak_snr_z[2],float32,1,0.000718,False
sensor_gyro_fft.resolution_hz,sensor_gyro_fft,resolution_hz,float32,1,0.000718,False
sensor_gyro_fft.sensor_sample_rate_hz,sensor_gyro_fft,sensor_sample_rate_hz,float32,1,0.000718,False
sensor_gyro_fft.timestamp_sample,sensor_gyro_fft,timestamp_sample,uint64,1,0.000718,False
sensor_mag.device_id,sensor_mag,device_id,uint32,512,0.367552,False
sensor_mag.error_count,sensor_mag,error_count,uint64,512,0.367552,False
sensor_mag.is_external,sensor_mag,is_external,int8,511,0.366834,False
sensor_mag.range_ga,sensor_mag,range_ga,float32,511,0.366834,False
sensor_mag.scaling,sensor_mag,scaling,float32,511,0.366834,False
sensor_mag.temperature,sensor_mag,temperature,float32,512,0.367552,False
sensor_mag.timestamp_sample,sensor_mag,timestamp_sample,uint64,1,0.000718,False
sensor_mag.x,sensor_mag,x,float32,512,0.367552,False
sensor_mag.x_raw,sensor_mag,x_raw,int16,511,0.366834,False
sensor_mag.y,sensor_mag,y,float32,512,0.367552,False
sensor_mag.y_raw,sensor_mag,y_raw,int16,511,0.366834,False
sensor_mag.z,sensor_mag,z,float32,512,0.367552,False
sensor_mag.z_raw,sensor_mag,z_raw,int16,511,0.366834,False
sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight,accel_inconsistency_m_s_s,float32,1390,0.997846,True
sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight,gyro_inconsistency_rad_s,float32,1390,0.997846,True
sensor_preflight.mag_inconsistency_angle,sensor_preflight,mag_inconsistency_angle,float32,190,0.136396,False
sensor_preflight.mag_inconsistency_ga,sensor_preflight,mag_inconsistency_ga,float32,1200,0.86145,True
sensor_selection.accel_device_id,sensor_selection,accel_device_id,uint32,163,0.117014,False
sensor_selection.baro_device_id,sensor_selection,baro_device_id,uint32,162,0.116296,False
sensor_selection.gyro_device_id,sensor_selection,gyro_device_id,uint32,163,0.117014,False
sensor_selection.mag_device_id,sensor_selection,mag_device_id,uint32,162,0.116296,False
sensors_status_imu.accel_device_id_primary,sensors_status_imu,accel_device_id_primary,uint32,1,0.000718,False
sensors_status_imu.accel_device_ids[0],sensors_status_imu,accel_device_ids[0],uint32,1,0.000718,False
sensors_status_imu.accel_device_ids[1],sensors_status_imu,accel_device_ids[1],uint32,1,0.000718,False
sensors_status_imu.accel_device_ids[2],sensors_status_imu,accel_device_ids[2],uint32,1,0.000718,False
sensors_status_imu.accel_device_ids[3],sensors_status_imu,accel_device_ids[3],uint32,1,0.000718,False
sensors_status_imu.accel_healthy[0],sensors_status_imu,accel_healthy[0],int8,1,0.000718,False
sensors_status_imu.accel_healthy[1],sensors_status_imu,accel_healthy[1],int8,1,0.000718,False
sensors_status_imu.accel_healthy[2],sensors_status_imu,accel_healthy[2],int8,1,0.000718,False
sensors_status_imu.accel_healthy[3],sensors_status_imu,accel_healthy[3],int8,1,0.000718,False
sensors_status_imu.accel_inconsistency_m_s_s[0],sensors_status_imu,accel_inconsistency_m_s_s[0],float32,1,0.000718,False
sensors_status_imu.accel_inconsistency_m_s_s[1],sensors_status_imu,accel_inconsistency_m_s_s[1],float32,1,0.000718,False
sensors_status_imu.accel_inconsistency_m_s_s[2],sensors_status_imu,accel_inconsistency_m_s_s[2],float32,1,0.000718,False
sensors_status_imu.accel_inconsistency_m_s_s[3],sensors_status_imu,accel_inconsistency_m_s_s[3],float32,1,0.000718,False
sensors_status_imu.accel_priority[0],sensors_status_imu,accel_priority[0],uint8,1,0.000718,False
sensors_status_imu.accel_priority[1],sensors_status_imu,accel_priority[1],uint8,1,0.000718,False
sensors_status_imu.accel_priority[2],sensors_status_imu,accel_priority[2],uint8,1,0.000718,False
sensors_status_imu.accel_priority[3],sensors_status_imu,accel_priority[3],uint8,1,0.000718,False
sensors_status_imu.gyro_device_id_primary,sensors_status_imu,gyro_device_id_primary,uint32,1,0.000718,False
sensors_status_imu.gyro_device_ids[0],sensors_status_imu,gyro_device_ids[0],uint32,1,0.000718,False
sensors_status_imu.gyro_device_ids[1],sensors_status_imu,gyro_device_ids[1],uint32,1,0.000718,False
sensors_status_imu.gyro_device_ids[2],sensors_status_imu,gyro_device_ids[2],uint32,1,0.000718,False
sensors_status_imu.gyro_device_ids[3],sensors_status_imu,gyro_device_ids[3],uint32,1,0.000718,False
sensors_status_imu.gyro_healthy[0],sensors_status_imu,gyro_healthy[0],int8,1,0.000718,False
sensors_status_imu.gyro_healthy[1],sensors_status_imu,gyro_healthy[1],int8,1,0.000718,False
sensors_status_imu.gyro_healthy[2],sensors_status_imu,gyro_healthy[2],int8,1,0.000718,False
sensors_status_imu.gyro_healthy[3],sensors_status_imu,gyro_healthy[3],int8,1,0.000718,False
sensors_status_imu.gyro_inconsistency_rad_s[0],sensors_status_imu,gyro_inconsistency_rad_s[0],float32,1,0.000718,False
sensors_status_imu.gyro_inconsistency_rad_s[1],sensors_status_imu,gyro_inconsistency_rad_s[1],float32,1,0.000718,False
sensors_status_imu.gyro_inconsistency_rad_s[2],sensors_status_imu,gyro_inconsistency_rad_s[2],float32,1,0.000718,False
sensors_status_imu.gyro_inconsistency_rad_s[3],sensors_status_imu,gyro_inconsistency_rad_s[3],float32,1,0.000718,False
sensors_status_imu.gyro_priority[0],sensors_status_imu,gyro_priority[0],uint8,1,0.000718,False
sensors_status_imu.gyro_priority[1],sensors_status_imu,gyro_priority[1],uint8,1,0.000718,False
sensors_status_imu.gyro_priority[2],sensors_status_imu,gyro_priority[2],uint8,1,0.000718,False
sensors_status_imu.gyro_priority[3],sensors_status_imu,gyro_priority[3],uint8,1,0.000718,False
system_power.brick_valid,system_power,brick_valid,uint8,1393,1.0,True
system_power.can1_gps1_5v_valid,system_power,can1_gps1_5v_valid,uint8,1,0.000718,False
system_power.comp_5v_valid,system_power,comp_5v_valid,uint8,1,0.000718,False
system_power.hipower_5V_OC,system_power,hipower_5V_OC,uint8,1202,0.862886,True
system_power.hipower_5v_oc,system_power,hipower_5v_oc,uint8,191,0.137114,False
system_power.periph_5V_OC,system_power,periph_5V_OC,uint8,1202,0.862886,True
system_power.periph_5v_oc,system_power,periph_5v_oc,uint8,191,0.137114,False
system_power.sensors3v3[0],system_power,sensors3v3[0],float32,1,0.000718,False
system_power.sensors3v3[1],system_power,sensors3v3[1],float32,1,0.000718,False
system_power.sensors3v3[2],system_power,sensors3v3[2],float32,1,0.000718,False
system_power.sensors3v3[3],system_power,sensors3v3[3],float32,1,0.000718,False
system_power.sensors3v3_valid,system_power,sensors3v3_valid,uint8,1,0.000718,False
system_power.servo_valid,system_power,servo_valid,uint8,1393,1.0,True
system_power.usb_connected,system_power,usb_connected,uint8,1393,1.0,True
system_power.usb_valid,system_power,usb_valid,uint8,1393,1.0,True
system_power.v3v3_valid,system_power,v3v3_valid,uint8,1392,0.999282,True
system_power.voltage3V3_v,system_power,voltage3V3_v,float32,1202,0.862886,True
system_power.voltage3v3_v,system_power,voltage3v3_v,float32,190,0.136396,False
system_power.voltage5V_v,system_power,voltage5V_v,float32,1202,0.862886,True
system_power.voltage5v_v,system_power,voltage5v_v,float32,191,0.137114,False
takeoff_status.takeoff_state,takeoff_status,takeoff_state,uint8,1,0.000718,False
takeoff_status.tilt_limit,takeoff_status,tilt_limit,float32,1,0.000718,False
telemetry_status.avoidance_system_healthy,telemetry_status,avoidance_system_healthy,int8,1,0.000718,False
telemetry_status.component_id,telemetry_status,component_id,uint8,1183,0.849246,True
telemetry_status.data_rate,telemetry_status,data_rate,float32,191,0.137114,False
telemetry_status.fixed,telemetry_status,fixed,uint16,1183,0.849246,True
telemetry_status.flow_control,telemetry_status,flow_control,int8,191,0.137114,False
telemetry_status.forwarding,telemetry_status,forwarding,int8,191,0.137114,False
telemetry_status.ftp,telemetry_status,ftp,int8,191,0.137114,False
telemetry_status.heartbeat_component_log,telemetry_status,heartbeat_component_log,int8,1,0.000718,False
telemetry_status.heartbeat_component_obstacle_avoidance,telemetry_status,heartbeat_component_obstacle_avoidance,int8,1,0.000718,False
telemetry_status.heartbeat_component_osd,telemetry_status,heartbeat_component_osd,int8,1,0.000718,False
telemetry_status.heartbeat_component_pairing_manager,telemetry_status,heartbeat_component_pairing_manager,int8,1,0.000718,False
telemetry_status.heartbeat_component_telemetry_radio,telemetry_status,heartbeat_component_telemetry_radio,int8,1,0.000718,False
telemetry_status.heartbeat_component_uart_bridge,telemetry_status,heartbeat_component_uart_bridge,int8,1,0.000718,False
telemetry_status.heartbeat_component_udp_bridge,telemetry_status,heartbeat_component_udp_bridge,int8,1,0.000718,False
telemetry_status.heartbeat_component_vio,telemetry_status,heartbeat_component_vio,int8,1,0.000718,False
telemetry_status.heartbeat_time,telemetry_status,heartbeat_time,uint64,1373,0.985642,True
telemetry_status.heartbeat_type_adsb,telemetry_status,heartbeat_type_adsb,int8,1,0.000718,False
telemetry_status.heartbeat_type_antenna_tracker,telemetry_status,heartbeat_type_antenna_tracker,int8,1,0.000718,False
telemetry_status.heartbeat_type_camera,telemetry_status,heartbeat_type_camera,int8,1,0.000718,False
telemetry_status.heartbeat_type_gcs,telemetry_status,heartbeat_type_gcs,int8,1,0.000718,False
telemetry_status.heartbeat_type_gimbal,telemetry_status,heartbeat_type_gimbal,int8,1,0.000718,False
telemetry_status.heartbeat_type_onboard_controller,telemetry_status,heartbeat_type_onboard_controller,int8,1,0.000718,False
telemetry_status.heartbeat_type_parachute,telemetry_status,heartbeat_type_parachute,int8,1,0.000718,False
telemetry_status.mavlink_v2,telemetry_status,mavlink_v2,int8,191,0.137114,False
telemetry_status.mode,telemetry_status,mode,uint8,191,0.137114,False
telemetry_status.noise,telemetry_status,noise,uint8,1183,0.849246,True
telemetry_status.parachute_system_healthy,telemetry_status,parachute_system_healthy,int8,1,0.000718,False
telemetry_status.rate_multiplier,telemetry_status,rate_multiplier,float32,191,0.137114,False
telemetry_status.rate_rx,telemetry_status,rate_rx,float32,190,0.136396,False
telemetry_status.rate_tx,telemetry_status,rate_tx,float32,190,0.136396,False
telemetry_status.rate_txerr,telemetry_status,rate_txerr,float32,190,0.136396,False
telemetry_status.remote_component_id,telemetry_status,remote_component_id,uint8,190,0.136396,False
telemetry_status.remote_noise,telemetry_status,remote_noise,uint8,1183,0.849246,True
telemetry_status.remote_rssi,telemetry_status,remote_rssi,uint8,1183,0.849246,True
telemetry_status.remote_system_id,telemetry_status,remote_system_id,uint8,190,0.136396,False
telemetry_status.remote_system_status,telemetry_status,remote_system_status,uint8,190,0.136396,False
telemetry_status.remote_type,telemetry_status,remote_type,uint8,190,0.136396,False
telemetry_status.rssi,telemetry_status,rssi,uint8,1183,0.849246,True
telemetry_status.rx_buffer_overruns,telemetry_status,rx_buffer_overruns,uint32,1,0.000718,False
telemetry_status.rx_message_count,telemetry_status,rx_message_count,uint32,1,0.000718,False
telemetry_status.rx_message_lost_count,telemetry_status,rx_message_lost_count,uint32,1,0.000718,False
telemetry_status.rx_message_lost_rate,telemetry_status,rx_message_lost_rate,float32,1,0.000718,False
telemetry_status.rx_packet_drop_count,telemetry_status,rx_packet_drop_count,uint32,1,0.000718,False
telemetry_status.rx_parse_errors,telemetry_status,rx_parse_errors,uint32,1,0.000718,False
telemetry_status.rx_rate_avg,telemetry_status,rx_rate_avg,float32,1,0.000718,False
telemetry_status.rxerrors,telemetry_status,rxerrors,uint16,1183,0.849246,True
telemetry_status.streams,telemetry_status,streams,uint8,191,0.137114,False
telemetry_status.system_id,telemetry_status,system_id,uint8,1183,0.849246,True
telemetry_status.telem_time,telemetry_status,telem_time,uint64,1183,0.849246,True
telemetry_status.tx_buffer_overruns,telemetry_status,tx_buffer_overruns,uint32,1,0.000718,False
telemetry_status.tx_error_rate_avg,telemetry_status,tx_error_rate_avg,float32,1,0.000718,False
telemetry_status.tx_message_count,telemetry_status,tx_message_count,uint32,1,0.000718,False
telemetry_status.tx_rate_avg,telemetry_status,tx_rate_avg,float32,1,0.000718,False
telemetry_status.txbuf,telemetry_status,txbuf,uint8,1183,0.849246,True
telemetry_status.type,telemetry_status,type,uint8,1374,0.98636,True
timesync_status.estimated_offset,timesync_status,estimated_offset,int64,1115,0.800431,True
timesync_status.observed_offset,timesync_status,observed_offset,int64,1115,0.800431,True
timesync_status.remote_timestamp,timesync_status,remote_timestamp,uint64,1115,0.800431,True
timesync_status.round_trip_time,timesync_status,round_trip_time,uint32,1115,0.800431,True
trajectory_setpoint.acc_x,trajectory_setpoint,acc_x,float32,167,0.119885,False
trajectory_setpoint.acc_y,trajectory_setpoint,acc_y,float32,167,0.119885,False
trajectory_setpoint.acc_z,trajectory_setpoint,acc_z,float32,167,0.119885,False
trajectory_setpoint.acceleration[0],trajectory_setpoint,acceleration[0],float32,1,0.000718,False
trajectory_setpoint.acceleration[1],trajectory_setpoint,acceleration[1],float32,1,0.000718,False
trajectory_setpoint.acceleration[2],trajectory_setpoint,acceleration[2],float32,1,0.000718,False
trajectory_setpoint.jerk[0],trajectory_setpoint,jerk[0],float32,1,0.000718,False
trajectory_setpoint.jerk[1],trajectory_setpoint,jerk[1],float32,1,0.000718,False
trajectory_setpoint.jerk[2],trajectory_setpoint,jerk[2],float32,1,0.000718,False
trajectory_setpoint.jerk_x,trajectory_setpoint,jerk_x,float32,167,0.119885,False
trajectory_setpoint.jerk_y,trajectory_setpoint,jerk_y,float32,167,0.119885,False
trajectory_setpoint.jerk_z,trajectory_setpoint,jerk_z,float32,167,0.119885,False
trajectory_setpoint.thrust[0],trajectory_setpoint,thrust[0],float32,168,0.120603,False
trajectory_setpoint.thrust[1],trajectory_setpoint,thrust[1],float32,168,0.120603,False
trajectory_setpoint.thrust[2],trajectory_setpoint,thrust[2],float32,168,0.120603,False
trajectory_setpoint.vx,trajectory_setpoint,vx,float32,168,0.120603,False
trajectory_setpoint.vy,trajectory_setpoint,vy,float32,168,0.120603,False
trajectory_setpoint.vz,trajectory_setpoint,vz,float32,168,0.120603,False
trajectory_setpoint.x,trajectory_setpoint,x,float32,168,0.120603,False
trajectory_setpoint.y,trajectory_setpoint,y,float32,168,0.120603,False
