scope,mode,module,mean_abs_shap,shap_share,rank
Altitude,producer_only,src/modules/ekf2,3.570565956934758,0.4982905106079326,1
Altitude,producer_only,src/modules/mavlink,1.0448050156319575,0.14580781618494826,2
Altitude,producer_only,src/modules/position_estimator_inav,0.488948757248489,0.06823526825971905,3
Altitude,producer_only,src/modules/sensors,0.458342614203067,0.06396402643705429,4
Altitude,producer_only,src/modules/vtol_att_control,0.29100182595887497,0.04061077436848986,5
Altitude,producer_only,src/examples/hwtest,0.17964124995512334,0.025069843617517375,6
Altitude,producer_only,src/examples/uuv_example_app,0.17964124995512334,0.025069843617517375,6
Altitude,producer_only,src/modules/simulator,0.09298592068155946,0.012976654808959074,7
Altitude,producer_only,src/examples/fixedwing_control,0.08654341683798966,0.012077570863017386,8
Altitude,producer_only,src/modules/load_mon,0.0839916426216351,0.011721457884694182,9
Altitude,producer_only,src/modules/fw_att_control,0.07739615493914455,0.010801024271464447,10
Altitude,producer_only,src/modules/mc_att_control,0.07739615493914455,0.010801024271464447,10
Altitude,producer_only,src/platforms/qurt/tests/muorb,0.0632976236803194,0.008833503036872043,11
Altitude,producer_only,src/platforms/posix/drivers/df_bebop_bus_wrapper,0.04150011239934394,0.005791550260426554,12
Altitude,producer_only,src/examples/px4_simple_app,0.0299706791748775,0.0041825596304449165,13
Altitude,producer_only,src/modules/attitude_estimator_q,0.0299706791748775,0.0041825596304449165,13
Altitude,producer_only,src/modules/commander,0.0274929127966141,0.003836774819666081,14
Altitude,producer_only,src/modules/gnd_pos_control,0.02481715916576195,0.0034633598879550997,15
Altitude,producer_only,src/modules/navigator,0.02481715916576195,0.0034633598879550997,15
Altitude,producer_only,src/drivers/telemetry,0.021874733988391615,0.0030527295952392126,16
Altitude,producer_only,src/modules/syslink,0.021874733988391615,0.0030527295952392126,16
Altitude,producer_only,src/platforms/posix/drivers/df_ltc2946_wrapper,0.021874733988391615,0.0030527295952392126,16
Altitude,producer_only,src/drivers/linux_pwm_out,0.01962537841095232,0.002738820665187341,17
Altitude,producer_only,src/drivers/mkblctrl,0.01962537841095232,0.002738820665187341,17
Altitude,producer_only,src/drivers/pwm_out_sim,0.01962537841095232,0.002738820665187341,17
Altitude,producer_only,src/drivers/px4fmu,0.01962537841095232,0.002738820665187341,17
Altitude,producer_only,src/drivers/px4io,0.01962537841095232,0.002738820665187341,17
Altitude,producer_only,src/drivers/snapdragon_pwm_out,0.01962537841095232,0.002738820665187341,17
Altitude,producer_only,src/drivers/tap_esc,0.01962537841095232,0.002738820665187341,17
Altitude,producer_only,src/modules/uavcan,0.01962537841095232,0.002738820665187341,17
Altitude,producer_only,src/platforms/qurt/fc_addon/uart_esc,0.01962537841095232,0.002738820665187341,17
Altitude,producer_only,src/drivers/distance_sensor,0.0092399544199011,0.0012894823009624832,18
Altitude,producer_only,src/drivers/px4flow,0.0092399544199011,0.0012894823009624832,18
Altitude,producer_only,src/platforms/posix/drivers/df_bebop_rangefinder_wrapper,0.0092399544199011,0.0012894823009624832,18
Altitude,producer_only,src/platforms/posix/drivers/df_isl29501_wrapper,0.0092399544199011,0.0012894823009624832,18
Altitude,producer_only,src/platforms/posix/drivers/df_trone_wrapper,0.0092399544199011,0.0012894823009624832,18
Altitude,producer_only,src/modules/land_detector,0.0040523891918395,0.0005655313762407745,19
External Position,producer_only,src/modules/mavlink,1.5560635562599952,0.24251296920582413,1
External Position,producer_only,src/modules/ekf2,1.351094022711359,0.21056840628765813,2
External Position,producer_only,src/modules/position_estimator_inav,0.8565778857027959,0.13349791888778306,3
External Position,producer_only,src/modules/sensors,0.39056819875204835,0.06087017022902614,4
External Position,producer_only,src/modules/load_mon,0.2305731961540332,0.03593490136931695,5
External Position,producer_only,src/modules/vtol_att_control,0.22429816737914707,0.034956936263760965,6
External Position,producer_only,src/modules/simulator,0.2195214652433431,0.03421248581165355,7
External Position,producer_only,src/examples/hwtest,0.14809073449201698,0.023079985125960822,8
External Position,producer_only,src/examples/uuv_example_app,0.14809073449201698,0.023079985125960822,8
External Position,producer_only,src/platforms/qurt/tests/muorb,0.0972583719532734,0.015157746267898481,9
External Position,producer_only,src/platforms/posix/drivers/df_bebop_bus_wrapper,0.09301439013412757,0.014496320435980455,10
External Position,producer_only,src/drivers/linux_pwm_out,0.0650617402595285,0.01013989161854006,11
External Position,producer_only,src/drivers/mkblctrl,0.0650617402595285,0.01013989161854006,11
External Position,producer_only,src/drivers/pwm_out_sim,0.0650617402595285,0.01013989161854006,11
External Position,producer_only,src/drivers/px4fmu,0.0650617402595285,0.01013989161854006,11
External Position,producer_only,src/drivers/px4io,0.0650617402595285,0.01013989161854006,11
External Position,producer_only,src/drivers/snapdragon_pwm_out,0.0650617402595285,0.01013989161854006,11
External Position,producer_only,src/drivers/tap_esc,0.0650617402595285,0.01013989161854006,11
External Position,producer_only,src/modules/uavcan,0.0650617402595285,0.01013989161854006,11
External Position,producer_only,src/platforms/qurt/fc_addon/uart_esc,0.0650617402595285,0.01013989161854006,11
External Position,producer_only,src/examples/px4_simple_app,0.062120755402364475,0.00968153825165416,12
External Position,producer_only,src/modules/attitude_estimator_q,0.062120755402364475,0.00968153825165416,12
External Position,producer_only,src/modules/fw_att_control,0.0598081793895568,0.009321122590530324,13
External Position,producer_only,src/modules/mc_att_control,0.0598081793895568,0.009321122590530324,13
External Position,producer_only,src/modules/gnd_pos_control,0.05368887706830975,0.008367427499206073,14
External Position,producer_only,src/modules/navigator,0.05368887706830975,0.008367427499206073,14
External Position,producer_only,src/modules/commander,0.0388366710578119,0.006052706764071392,15
External Position,producer_only,src/drivers/telemetry,0.027952649874599073,0.0043564288174403965,16
External Position,producer_only,src/modules/syslink,0.027952649874599073,0.0043564288174403965,16
External Position,producer_only,src/platforms/posix/drivers/df_ltc2946_wrapper,0.027952649874599073,0.0043564288174403965,16
External Position,producer_only,src/examples/fixedwing_control,0.02251855581882033,0.0035095236385940696,17
External Position,producer_only,src/modules/land_detector,0.012020058791882,0.00187332974666802,18
External Position,producer_only,src/drivers/distance_sensor,0.0014477061015185624,0.00022562542757604003,19
External Position,producer_only,src/drivers/px4flow,0.0014477061015185624,0.00022562542757604003,19
External Position,producer_only,src/platforms/posix/drivers/df_bebop_rangefinder_wrapper,0.0014477061015185624,0.00022562542757604003,19
External Position,producer_only,src/platforms/posix/drivers/df_isl29501_wrapper,0.0014477061015185624,0.00022562542757604003,19
External Position,producer_only,src/platforms/posix/drivers/df_trone_wrapper,0.0014477061015185624,0.00022562542757604003,19
Global Position,producer_only,src/modules/ekf2,1.8763966881878016,0.2602416551872212,1
Global Position,producer_only,src/modules/mavlink,1.567388295723292,0.21738458981935813,2
Global Position,producer_only,src/modules/sensors,1.064025101649751,0.1475720221407512,3
Global Position,producer_only,src/modules/load_mon,0.8748967275771244,0.12134138475934365,4
Global Position,producer_only,src/modules/position_estimator_inav,0.4542117895639984,0.06299564940921173,5
Global Position,producer_only,src/modules/vtol_att_control,0.21720834215905443,0.03012511098521352,6
Global Position,producer_only,src/examples/hwtest,0.12226145341008865,0.016956714537673657,7
Global Position,producer_only,src/examples/uuv_example_app,0.12226145341008865,0.016956714537673657,7
Global Position,producer_only,src/platforms/qurt/tests/muorb,0.0837987095383648,0.011622230528385244,8
Global Position,producer_only,src/modules/gnd_pos_control,0.07783324769858715,0.010794867277899396,9
Global Position,producer_only,src/modules/navigator,0.07783324769858715,0.010794867277899396,9
Global Position,producer_only,src/platforms/posix/drivers/df_bebop_bus_wrapper,0.05901759393718312,0.008185282157054542,10
Global Position,producer_only,src/modules/simulator,0.05858464279455533,0.008125235194340344,11
Global Position,producer_only,src/modules/fw_att_control,0.0503869112040853,0.006988273457350235,12
Global Position,producer_only,src/modules/mc_att_control,0.0503869112040853,0.006988273457350235,12
Global Position,producer_only,src/examples/px4_simple_app,0.04524209736680905,0.00627472771455958,13
Global Position,producer_only,src/modules/attitude_estimator_q,0.04524209736680905,0.00627472771455958,13
Global Position,producer_only,src/drivers/telemetry,0.03471912482855728,0.0048152731077146195,14
Global Position,producer_only,src/modules/syslink,0.03471912482855728,0.0048152731077146195,14
Global Position,producer_only,src/platforms/posix/drivers/df_ltc2946_wrapper,0.03471912482855728,0.0048152731077146195,14
Global Position,producer_only,src/drivers/linux_pwm_out,0.02429846910862584,0.0033700090493399225,15
Global Position,producer_only,src/drivers/mkblctrl,0.02429846910862584,0.0033700090493399225,15
Global Position,producer_only,src/drivers/pwm_out_sim,0.02429846910862584,0.0033700090493399225,15
Global Position,producer_only,src/drivers/px4fmu,0.02429846910862584,0.0033700090493399225,15
Global Position,producer_only,src/drivers/px4io,0.02429846910862584,0.0033700090493399225,15
Global Position,producer_only,src/drivers/snapdragon_pwm_out,0.02429846910862584,0.0033700090493399225,15
Global Position,producer_only,src/drivers/tap_esc,0.02429846910862584,0.0033700090493399225,15
Global Position,producer_only,src/modules/uavcan,0.02429846910862584,0.0033700090493399225,15
Global Position,producer_only,src/platforms/qurt/fc_addon/uart_esc,0.02429846910862584,0.0033700090493399225,15
Global Position,producer_only,src/modules/commander,0.0182035089655789,0.002524685389416725,16
Global Position,producer_only,src/examples/fixedwing_control,0.017113641050378634,0.0023735291696404645,17
Global Position,producer_only,src/modules/land_detector,0.00206568981394445,0.0002864951423483233,18
Global Position,producer_only,src/drivers/distance_sensor,0.0006014228091778,8.34126751091952e-05,19
Global Position,producer_only,src/drivers/px4flow,0.0006014228091778,8.34126751091952e-05,19
Global Position,producer_only,src/platforms/posix/drivers/df_bebop_rangefinder_wrapper,0.0006014228091778,8.34126751091952e-05,19
Global Position,producer_only,src/platforms/posix/drivers/df_isl29501_wrapper,0.0006014228091778,8.34126751091952e-05,19
Global Position,producer_only,src/platforms/posix/drivers/df_trone_wrapper,0.0006014228091778,8.34126751091952e-05,19
Mechanical/Electrical,producer_only,src/modules/mavlink,1.3699019881677708,0.18271761461103359,1
Mechanical/Electrical,producer_only,src/modules/ekf2,0.8925595136169738,0.11904964489072978,2
Mechanical/Electrical,producer_only,src/modules/vtol_att_control,0.6449920387285977,0.08602907928998757,3
Mechanical/Electrical,producer_only,src/examples/hwtest,0.527157901660752,0.07031235456752552,4
