feature_index,feature,descriptor,channel,topic
938,start__vehicle_local_position.az,start,vehicle_local_position.az,vehicle_local_position
939,start__vehicle_local_position.dist_bottom,start,vehicle_local_position.dist_bottom,vehicle_local_position
940,start__vehicle_local_position.dist_bottom_rate,start,vehicle_local_position.dist_bottom_rate,vehicle_local_position
941,start__vehicle_local_position.eph,start,vehicle_local_position.eph,vehicle_local_position
942,start__vehicle_local_position.epv,start,vehicle_local_position.epv,vehicle_local_position
943,start__vehicle_local_position.vx,start,vehicle_local_position.vx,vehicle_local_position
944,start__vehicle_local_position.vy,start,vehicle_local_position.vy,vehicle_local_position
945,start__vehicle_local_position.vz,start,vehicle_local_position.vz,vehicle_local_position
946,start__vehicle_local_position.x,start,vehicle_local_position.x,vehicle_local_position
947,start__vehicle_local_position.y,start,vehicle_local_position.y,vehicle_local_position
948,start__vehicle_local_position.z,start,vehicle_local_position.z,vehicle_local_position
949,start__vehicle_rates_setpoint.pitch,start,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint
950,start__vehicle_rates_setpoint.roll,start,vehicle_rates_setpoint.roll,vehicle_rates_setpoint
951,start__vehicle_rates_setpoint.yaw,start,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint
952,start__vehicle_status.arming_state,start,vehicle_status.arming_state,vehicle_status
953,start__vehicle_status.nav_state,start,vehicle_status.nav_state,vehicle_status
954,start__vehicle_vision_position.x,start,vehicle_vision_position.x,vehicle_vision_position
955,start__vehicle_vision_position.y,start,vehicle_vision_position.y,vehicle_vision_position
956,start__vehicle_vision_position.z,start,vehicle_vision_position.z,vehicle_vision_position
957,end__actuator_controls_0.control[0],end,actuator_controls_0.control[0],actuator_controls_0
958,end__actuator_controls_0.control[1],end,actuator_controls_0.control[1],actuator_controls_0
959,end__actuator_controls_0.control[2],end,actuator_controls_0.control[2],actuator_controls_0
960,end__actuator_controls_0.control[3],end,actuator_controls_0.control[3],actuator_controls_0
961,end__actuator_outputs.output[0],end,actuator_outputs.output[0],actuator_outputs
962,end__actuator_outputs.output[1],end,actuator_outputs.output[1],actuator_outputs
963,end__actuator_outputs.output[2],end,actuator_outputs.output[2],actuator_outputs
964,end__actuator_outputs.output[3],end,actuator_outputs.output[3],actuator_outputs
965,end__actuator_outputs.output[4],end,actuator_outputs.output[4],actuator_outputs
966,end__actuator_outputs.output[5],end,actuator_outputs.output[5],actuator_outputs
967,end__actuator_outputs.output[6],end,actuator_outputs.output[6],actuator_outputs
968,end__actuator_outputs.output[7],end,actuator_outputs.output[7],actuator_outputs
969,end__battery_status.current_a,end,battery_status.current_a,battery_status
970,end__battery_status.current_filtered_a,end,battery_status.current_filtered_a,battery_status
971,end__battery_status.discharged_mah,end,battery_status.discharged_mah,battery_status
972,end__battery_status.remaining,end,battery_status.remaining,battery_status
973,end__battery_status.voltage_filtered_v,end,battery_status.voltage_filtered_v,battery_status
974,end__battery_status.voltage_v,end,battery_status.voltage_v,battery_status
975,end__cpuload.load,end,cpuload.load,cpuload
976,end__cpuload.ram_usage,end,cpuload.ram_usage,cpuload
977,end__distance_sensor.current_distance,end,distance_sensor.current_distance,distance_sensor
978,end__ekf2_innovations.hagl_innov,end,ekf2_innovations.hagl_innov,ekf2_innovations
979,end__ekf2_innovations.heading_innov,end,ekf2_innovations.heading_innov,ekf2_innovations
980,end__ekf2_innovations.output_tracking_error[0],end,ekf2_innovations.output_tracking_error[0],ekf2_innovations
981,end__ekf2_innovations.output_tracking_error[1],end,ekf2_innovations.output_tracking_error[1],ekf2_innovations
982,end__ekf2_innovations.output_tracking_error[2],end,ekf2_innovations.output_tracking_error[2],ekf2_innovations
983,end__ekf2_innovations.vel_pos_innov[3],end,ekf2_innovations.vel_pos_innov[3],ekf2_innovations
984,end__ekf2_innovations.vel_pos_innov[4],end,ekf2_innovations.vel_pos_innov[4],ekf2_innovations
985,end__ekf2_innovations.vel_pos_innov[5],end,ekf2_innovations.vel_pos_innov[5],ekf2_innovations
986,end__estimator_status.hagl_test_ratio,end,estimator_status.hagl_test_ratio,estimator_status
987,end__estimator_status.hgt_test_ratio,end,estimator_status.hgt_test_ratio,estimator_status
988,end__estimator_status.mag_test_ratio,end,estimator_status.mag_test_ratio,estimator_status
989,end__estimator_status.pos_horiz_accuracy,end,estimator_status.pos_horiz_accuracy,estimator_status
990,end__estimator_status.pos_test_ratio,end,estimator_status.pos_test_ratio,estimator_status
991,end__estimator_status.pos_vert_accuracy,end,estimator_status.pos_vert_accuracy,estimator_status
992,end__estimator_status.vibe[0],end,estimator_status.vibe[0],estimator_status
993,end__estimator_status.vibe[1],end,estimator_status.vibe[1],estimator_status
994,end__estimator_status.vibe[2],end,estimator_status.vibe[2],estimator_status
995,end__manual_control_setpoint.r,end,manual_control_setpoint.r,manual_control_setpoint
996,end__manual_control_setpoint.x,end,manual_control_setpoint.x,manual_control_setpoint
997,end__manual_control_setpoint.y,end,manual_control_setpoint.y,manual_control_setpoint
998,end__manual_control_setpoint.z,end,manual_control_setpoint.z,manual_control_setpoint
999,end__rate_ctrl_status.pitchspeed_integ,end,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status
1000,end__rate_ctrl_status.rollspeed_integ,end,rate_ctrl_status.rollspeed_integ,rate_ctrl_status
1001,end__rate_ctrl_status.yawspeed_integ,end,rate_ctrl_status.yawspeed_integ,rate_ctrl_status
1002,end__sensor_combined.accelerometer_m_s2[0],end,sensor_combined.accelerometer_m_s2[0],sensor_combined
1003,end__sensor_combined.accelerometer_m_s2[1],end,sensor_combined.accelerometer_m_s2[1],sensor_combined
1004,end__sensor_combined.accelerometer_m_s2[2],end,sensor_combined.accelerometer_m_s2[2],sensor_combined
1005,end__sensor_combined.gyro_rad[0],end,sensor_combined.gyro_rad[0],sensor_combined
1006,end__sensor_combined.gyro_rad[1],end,sensor_combined.gyro_rad[1],sensor_combined
1007,end__sensor_combined.gyro_rad[2],end,sensor_combined.gyro_rad[2],sensor_combined
1008,end__sensor_preflight.accel_inconsistency_m_s_s,end,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight
1009,end__sensor_preflight.gyro_inconsistency_rad_s,end,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight
1010,end__vehicle_attitude.pitchspeed,end,vehicle_attitude.pitchspeed,vehicle_attitude
1011,end__vehicle_attitude.q[0],end,vehicle_attitude.q[0],vehicle_attitude
1012,end__vehicle_attitude.q[1],end,vehicle_attitude.q[1],vehicle_attitude
1013,end__vehicle_attitude.q[2],end,vehicle_attitude.q[2],vehicle_attitude
1014,end__vehicle_attitude.q[3],end,vehicle_attitude.q[3],vehicle_attitude
1015,end__vehicle_attitude.rollspeed,end,vehicle_attitude.rollspeed,vehicle_attitude
1016,end__vehicle_attitude.yawspeed,end,vehicle_attitude.yawspeed,vehicle_attitude
1017,end__vehicle_attitude_setpoint.pitch_body,end,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint
1018,end__vehicle_attitude_setpoint.roll_body,end,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint
1019,end__vehicle_attitude_setpoint.yaw_body,end,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint
1020,end__vehicle_land_detected.ground_contact,end,vehicle_land_detected.ground_contact,vehicle_land_detected
1021,end__vehicle_land_detected.landed,end,vehicle_land_detected.landed,vehicle_land_detected
1022,end__vehicle_land_detected.maybe_landed,end,vehicle_land_detected.maybe_landed,vehicle_land_detected
1023,end__vehicle_local_position.ax,end,vehicle_local_position.ax,vehicle_local_position
1024,end__vehicle_local_position.ay,end,vehicle_local_position.ay,vehicle_local_position
1025,end__vehicle_local_position.az,end,vehicle_local_position.az,vehicle_local_position
1026,end__vehicle_local_position.dist_bottom,end,vehicle_local_position.dist_bottom,vehicle_local_position
1027,end__vehicle_local_position.dist_bottom_rate,end,vehicle_local_position.dist_bottom_rate,vehicle_local_position
1028,end__vehicle_local_position.eph,end,vehicle_local_position.eph,vehicle_local_position
1029,end__vehicle_local_position.epv,end,vehicle_local_position.epv,vehicle_local_position
1030,end__vehicle_local_position.vx,end,vehicle_local_position.vx,vehicle_local_position
1031,end__vehicle_local_position.vy,end,vehicle_local_position.vy,vehicle_local_position
1032,end__vehicle_local_position.vz,end,vehicle_local_position.vz,vehicle_local_position
1033,end__vehicle_local_position.x,end,vehicle_local_position.x,vehicle_local_position
1034,end__vehicle_local_position.y,end,vehicle_local_position.y,vehicle_local_position
1035,end__vehicle_local_position.z,end,vehicle_local_position.z,vehicle_local_position
1036,end__vehicle_rates_setpoint.pitch,end,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint
1037,end__vehicle_rates_setpoint.roll,end,vehicle_rates_setpoint.roll,vehicle_rates_setpoint
1038,end__vehicle_rates_setpoint.yaw,end,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint
1039,end__vehicle_status.arming_state,end,vehicle_status.arming_state,vehicle_status
1040,end__vehicle_status.nav_state,end,vehicle_status.nav_state,vehicle_status
1041,end__vehicle_vision_position.x,end,vehicle_vision_position.x,vehicle_vision_position
1042,end__vehicle_vision_position.y,end,vehicle_vision_position.y,vehicle_vision_position
1043,end__vehicle_vision_position.z,end,vehicle_vision_position.z,vehicle_vision_position
1044,endpoint_delta__actuator_controls_0.control[0],endpoint_delta,actuator_controls_0.control[0],actuator_controls_0
1045,endpoint_delta__actuator_controls_0.control[1],endpoint_delta,actuator_controls_0.control[1],actuator_controls_0
1046,endpoint_delta__actuator_controls_0.control[2],endpoint_delta,actuator_controls_0.control[2],actuator_controls_0
1047,endpoint_delta__actuator_controls_0.control[3],endpoint_delta,actuator_controls_0.control[3],actuator_controls_0
1048,endpoint_delta__actuator_outputs.output[0],endpoint_delta,actuator_outputs.output[0],actuator_outputs
1049,endpoint_delta__actuator_outputs.output[1],endpoint_delta,actuator_outputs.output[1],actuator_outputs
1050,endpoint_delta__actuator_outputs.output[2],endpoint_delta,actuator_outputs.output[2],actuator_outputs
1051,endpoint_delta__actuator_outputs.output[3],endpoint_delta,actuator_outputs.output[3],actuator_outputs
1052,endpoint_delta__actuator_outputs.output[4],endpoint_delta,actuator_outputs.output[4],actuator_outputs
1053,endpoint_delta__actuator_outputs.output[5],endpoint_delta,actuator_outputs.output[5],actuator_outputs
1054,endpoint_delta__actuator_outputs.output[6],endpoint_delta,actuator_outputs.output[6],actuator_outputs
1055,endpoint_delta__actuator_outputs.output[7],endpoint_delta,actuator_outputs.output[7],actuator_outputs
1056,endpoint_delta__battery_status.current_a,endpoint_delta,battery_status.current_a,battery_status
1057,endpoint_delta__battery_status.current_filtered_a,endpoint_delta,battery_status.current_filtered_a,battery_status
1058,endpoint_delta__battery_status.discharged_mah,endpoint_delta,battery_status.discharged_mah,battery_status
1059,endpoint_delta__battery_status.remaining,endpoint_delta,battery_status.remaining,battery_status
1060,endpoint_delta__battery_status.voltage_filtered_v,endpoint_delta,battery_status.voltage_filtered_v,battery_status
1061,endpoint_delta__battery_status.voltage_v,endpoint_delta,battery_status.voltage_v,battery_status
1062,endpoint_delta__cpuload.load,endpoint_delta,cpuload.load,cpuload
1063,endpoint_delta__cpuload.ram_usage,endpoint_delta,cpuload.ram_usage,cpuload
1064,endpoint_delta__distance_sensor.current_distance,endpoint_delta,distance_sensor.current_distance,distance_sensor
1065,endpoint_delta__ekf2_innovations.hagl_innov,endpoint_delta,ekf2_innovations.hagl_innov,ekf2_innovations
1066,endpoint_delta__ekf2_innovations.heading_innov,endpoint_delta,ekf2_innovations.heading_innov,ekf2_innovations
1067,endpoint_delta__ekf2_innovations.output_tracking_error[0],endpoint_delta,ekf2_innovations.output_tracking_error[0],ekf2_innovations
1068,endpoint_delta__ekf2_innovations.output_tracking_error[1],endpoint_delta,ekf2_innovations.output_tracking_error[1],ekf2_innovations
1069,endpoint_delta__ekf2_innovations.output_tracking_error[2],endpoint_delta,ekf2_innovations.output_tracking_error[2],ekf2_innovations
1070,endpoint_delta__ekf2_innovations.vel_pos_innov[3],endpoint_delta,ekf2_innovations.vel_pos_innov[3],ekf2_innovations
1071,endpoint_delta__ekf2_innovations.vel_pos_innov[4],endpoint_delta,ekf2_innovations.vel_pos_innov[4],ekf2_innovations
1072,endpoint_delta__ekf2_innovations.vel_pos_innov[5],endpoint_delta,ekf2_innovations.vel_pos_innov[5],ekf2_innovations
1073,endpoint_delta__estimator_status.hagl_test_ratio,endpoint_delta,estimator_status.hagl_test_ratio,estimator_status
1074,endpoint_delta__estimator_status.hgt_test_ratio,endpoint_delta,estimator_status.hgt_test_ratio,estimator_status
1075,endpoint_delta__estimator_status.mag_test_ratio,endpoint_delta,estimator_status.mag_test_ratio,estimator_status
1076,endpoint_delta__estimator_status.pos_horiz_accuracy,endpoint_delta,estimator_status.pos_horiz_accuracy,estimator_status
1077,endpoint_delta__estimator_status.pos_test_ratio,endpoint_delta,estimator_status.pos_test_ratio,estimator_status
1078,endpoint_delta__estimator_status.pos_vert_accuracy,endpoint_delta,estimator_status.pos_vert_accuracy,estimator_status
1079,endpoint_delta__estimator_status.vibe[0],endpoint_delta,estimator_status.vibe[0],estimator_status
1080,endpoint_delta__estimator_status.vibe[1],endpoint_delta,estimator_status.vibe[1],estimator_status
1081,endpoint_delta__estimator_status.vibe[2],endpoint_delta,estimator_status.vibe[2],estimator_status
1082,endpoint_delta__manual_control_setpoint.r,endpoint_delta,manual_control_setpoint.r,manual_control_setpoint
1083,endpoint_delta__manual_control_setpoint.x,endpoint_delta,manual_control_setpoint.x,manual_control_setpoint
1084,endpoint_delta__manual_control_setpoint.y,endpoint_delta,manual_control_setpoint.y,manual_control_setpoint
1085,endpoint_delta__manual_control_setpoint.z,endpoint_delta,manual_control_setpoint.z,manual_control_setpoint
1086,endpoint_delta__rate_ctrl_status.pitchspeed_integ,endpoint_delta,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status
1087,endpoint_delta__rate_ctrl_status.rollspeed_integ,endpoint_delta,rate_ctrl_status.rollspeed_integ,rate_ctrl_status
1088,endpoint_delta__rate_ctrl_status.yawspeed_integ,endpoint_delta,rate_ctrl_status.yawspeed_integ,rate_ctrl_status
1089,endpoint_delta__sensor_combined.accelerometer_m_s2[0],endpoint_delta,sensor_combined.accelerometer_m_s2[0],sensor_combined
1090,endpoint_delta__sensor_combined.accelerometer_m_s2[1],endpoint_delta,sensor_combined.accelerometer_m_s2[1],sensor_combined
1091,endpoint_delta__sensor_combined.accelerometer_m_s2[2],endpoint_delta,sensor_combined.accelerometer_m_s2[2],sensor_combined
1092,endpoint_delta__sensor_combined.gyro_rad[0],endpoint_delta,sensor_combined.gyro_rad[0],sensor_combined
1093,endpoint_delta__sensor_combined.gyro_rad[1],endpoint_delta,sensor_combined.gyro_rad[1],sensor_combined
1094,endpoint_delta__sensor_combined.gyro_rad[2],endpoint_delta,sensor_combined.gyro_rad[2],sensor_combined
1095,endpoint_delta__sensor_preflight.accel_inconsistency_m_s_s,endpoint_delta,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight
1096,endpoint_delta__sensor_preflight.gyro_inconsistency_rad_s,endpoint_delta,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight
1097,endpoint_delta__vehicle_attitude.pitchspeed,endpoint_delta,vehicle_attitude.pitchspeed,vehicle_attitude
1098,endpoint_delta__vehicle_attitude.q[0],endpoint_delta,vehicle_attitude.q[0],vehicle_attitude
1099,endpoint_delta__vehicle_attitude.q[1],endpoint_delta,vehicle_attitude.q[1],vehicle_attitude
1100,endpoint_delta__vehicle_attitude.q[2],endpoint_delta,vehicle_attitude.q[2],vehicle_attitude
1101,endpoint_delta__vehicle_attitude.q[3],endpoint_delta,vehicle_attitude.q[3],vehicle_attitude
1102,endpoint_delta__vehicle_attitude.rollspeed,endpoint_delta,vehicle_attitude.rollspeed,vehicle_attitude
1103,endpoint_delta__vehicle_attitude.yawspeed,endpoint_delta,vehicle_attitude.yawspeed,vehicle_attitude
1104,endpoint_delta__vehicle_attitude_setpoint.pitch_body,endpoint_delta,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint
1105,endpoint_delta__vehicle_attitude_setpoint.roll_body,endpoint_delta,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint
1106,endpoint_delta__vehicle_attitude_setpoint.yaw_body,endpoint_delta,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint
1107,endpoint_delta__vehicle_land_detected.ground_contact,endpoint_delta,vehicle_land_detected.ground_contact,vehicle_land_detected
1108,endpoint_delta__vehicle_land_detected.landed,endpoint_delta,vehicle_land_detected.landed,vehicle_land_detected
1109,endpoint_delta__vehicle_land_detected.maybe_landed,endpoint_delta,vehicle_land_detected.maybe_landed,vehicle_land_detected
1110,endpoint_delta__vehicle_local_position.ax,endpoint_delta,vehicle_local_position.ax,vehicle_local_position
1111,endpoint_delta__vehicle_local_position.ay,endpoint_delta,vehicle_local_position.ay,vehicle_local_position
1112,endpoint_delta__vehicle_local_position.az,endpoint_delta,vehicle_local_position.az,vehicle_local_position
1113,endpoint_delta__vehicle_local_position.dist_bottom,endpoint_delta,vehicle_local_position.dist_bottom,vehicle_local_position
1114,endpoint_delta__vehicle_local_position.dist_bottom_rate,endpoint_delta,vehicle_local_position.dist_bottom_rate,vehicle_local_position
1115,endpoint_delta__vehicle_local_position.eph,endpoint_delta,vehicle_local_position.eph,vehicle_local_position
1116,endpoint_delta__vehicle_local_position.epv,endpoint_delta,vehicle_local_position.epv,vehicle_local_position
1117,endpoint_delta__vehicle_local_position.vx,endpoint_delta,vehicle_local_position.vx,vehicle_local_position
1118,endpoint_delta__vehicle_local_position.vy,endpoint_delta,vehicle_local_position.vy,vehicle_local_position
1119,endpoint_delta__vehicle_local_position.vz,endpoint_delta,vehicle_local_position.vz,vehicle_local_position
1120,endpoint_delta__vehicle_local_position.x,endpoint_delta,vehicle_local_position.x,vehicle_local_position
1121,endpoint_delta__vehicle_local_position.y,endpoint_delta,vehicle_local_position.y,vehicle_local_position
1122,endpoint_delta__vehicle_local_position.z,endpoint_delta,vehicle_local_position.z,vehicle_local_position
1123,endpoint_delta__vehicle_rates_setpoint.pitch,endpoint_delta,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint
1124,endpoint_delta__vehicle_rates_setpoint.roll,endpoint_delta,vehicle_rates_setpoint.roll,vehicle_rates_setpoint
1125,endpoint_delta__vehicle_rates_setpoint.yaw,endpoint_delta,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint
1126,endpoint_delta__vehicle_status.arming_state,endpoint_delta,vehicle_status.arming_state,vehicle_status
1127,endpoint_delta__vehicle_status.nav_state,endpoint_delta,vehicle_status.nav_state,vehicle_status
1128,endpoint_delta__vehicle_vision_position.x,endpoint_delta,vehicle_vision_position.x,vehicle_vision_position
1129,endpoint_delta__vehicle_vision_position.y,endpoint_delta,vehicle_vision_position.y,vehicle_vision_position
1130,endpoint_delta__vehicle_vision_position.z,endpoint_delta,vehicle_vision_position.z,vehicle_vision_position
1131,diff_mean__actuator_controls_0.control[0],diff_mean,actuator_controls_0.control[0],actuator_controls_0
1132,diff_mean__actuator_controls_0.control[1],diff_mean,actuator_controls_0.control[1],actuator_controls_0
1133,diff_mean__actuator_controls_0.control[2],diff_mean,actuator_controls_0.control[2],actuator_controls_0
1134,diff_mean__actuator_controls_0.control[3],diff_mean,actuator_controls_0.control[3],actuator_controls_0
1135,diff_mean__actuator_outputs.output[0],diff_mean,actuator_outputs.output[0],actuator_outputs
1136,diff_mean__actuator_outputs.output[1],diff_mean,actuator_outputs.output[1],actuator_outputs
1137,diff_mean__actuator_outputs.output[2],diff_mean,actuator_outputs.output[2],actuator_outputs
1138,diff_mean__actuator_outputs.output[3],diff_mean,actuator_outputs.output[3],actuator_outputs
1139,diff_mean__actuator_outputs.output[4],diff_mean,actuator_outputs.output[4],actuator_outputs
1140,diff_mean__actuator_outputs.output[5],diff_mean,actuator_outputs.output[5],actuator_outputs
1141,diff_mean__actuator_outputs.output[6],diff_mean,actuator_outputs.output[6],actuator_outputs
1142,diff_mean__actuator_outputs.output[7],diff_mean,actuator_outputs.output[7],actuator_outputs
1143,diff_mean__battery_status.current_a,diff_mean,battery_status.current_a,battery_status
1144,diff_mean__battery_status.current_filtered_a,diff_mean,battery_status.current_filtered_a,battery_status
1145,diff_mean__battery_status.discharged_mah,diff_mean,battery_status.discharged_mah,battery_status
1146,diff_mean__battery_status.remaining,diff_mean,battery_status.remaining,battery_status
1147,diff_mean__battery_status.voltage_filtered_v,diff_mean,battery_status.voltage_filtered_v,battery_status
1148,diff_mean__battery_status.voltage_v,diff_mean,battery_status.voltage_v,battery_status
1149,diff_mean__cpuload.load,diff_mean,cpuload.load,cpuload
1150,diff_mean__cpuload.ram_usage,diff_mean,cpuload.ram_usage,cpuload
1151,diff_mean__distance_sensor.current_distance,diff_mean,distance_sensor.current_distance,distance_sensor
1152,diff_mean__ekf2_innovations.hagl_innov,diff_mean,ekf2_innovations.hagl_innov,ekf2_innovations
1153,diff_mean__ekf2_innovations.heading_innov,diff_mean,ekf2_innovations.heading_innov,ekf2_innovations
1154,diff_mean__ekf2_innovations.output_tracking_error[0],diff_mean,ekf2_innovations.output_tracking_error[0],ekf2_innovations
1155,diff_mean__ekf2_innovations.output_tracking_error[1],diff_mean,ekf2_innovations.output_tracking_error[1],ekf2_innovations
1156,diff_mean__ekf2_innovations.output_tracking_error[2],diff_mean,ekf2_innovations.output_tracking_error[2],ekf2_innovations
1157,diff_mean__ekf2_innovations.vel_pos_innov[3],diff_mean,ekf2_innovations.vel_pos_innov[3],ekf2_innovations
1158,diff_mean__ekf2_innovations.vel_pos_innov[4],diff_mean,ekf2_innovations.vel_pos_innov[4],ekf2_innovations
1159,diff_mean__ekf2_innovations.vel_pos_innov[5],diff_mean,ekf2_innovations.vel_pos_innov[5],ekf2_innovations
1160,diff_mean__estimator_status.hagl_test_ratio,diff_mean,estimator_status.hagl_test_ratio,estimator_status
1161,diff_mean__estimator_status.hgt_test_ratio,diff_mean,estimator_status.hgt_test_ratio,estimator_status
1162,diff_mean__estimator_status.mag_test_ratio,diff_mean,estimator_status.mag_test_ratio,estimator_status
1163,diff_mean__estimator_status.pos_horiz_accuracy,diff_mean,estimator_status.pos_horiz_accuracy,estimator_status
1164,diff_mean__estimator_status.pos_test_ratio,diff_mean,estimator_status.pos_test_ratio,estimator_status
1165,diff_mean__estimator_status.pos_vert_accuracy,diff_mean,estimator_status.pos_vert_accuracy,estimator_status
1166,diff_mean__estimator_status.vibe[0],diff_mean,estimator_status.vibe[0],estimator_status
1167,diff_mean__estimator_status.vibe[1],diff_mean,estimator_status.vibe[1],estimator_status
1168,diff_mean__estimator_status.vibe[2],diff_mean,estimator_status.vibe[2],estimator_status
1169,diff_mean__manual_control_setpoint.r,diff_mean,manual_control_setpoint.r,manual_control_setpoint
1170,diff_mean__manual_control_setpoint.x,diff_mean,manual_control_setpoint.x,manual_control_setpoint
1171,diff_mean__manual_control_setpoint.y,diff_mean,manual_control_setpoint.y,manual_control_setpoint
1172,diff_mean__manual_control_setpoint.z,diff_mean,manual_control_setpoint.z,manual_control_setpoint
1173,diff_mean__rate_ctrl_status.pitchspeed_integ,diff_mean,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status
1174,diff_mean__rate_ctrl_status.rollspeed_integ,diff_mean,rate_ctrl_status.rollspeed_integ,rate_ctrl_status
1175,diff_mean__rate_ctrl_status.yawspeed_integ,diff_mean,rate_ctrl_status.yawspeed_integ,rate_ctrl_status
1176,diff_mean__sensor_combined.accelerometer_m_s2[0],diff_mean,sensor_combined.accelerometer_m_s2[0],sensor_combined
1177,diff_mean__sensor_combined.accelerometer_m_s2[1],diff_mean,sensor_combined.accelerometer_m_s2[1],sensor_combined
1178,diff_mean__sensor_combined.accelerometer_m_s2[2],diff_mean,sensor_combined.accelerometer_m_s2[2],sensor_combined
1179,diff_mean__sensor_combined.gyro_rad[0],diff_mean,sensor_combined.gyro_rad[0],sensor_combined
1180,diff_mean__sensor_combined.gyro_rad[1],diff_mean,sensor_combined.gyro_rad[1],sensor_combined
1181,diff_mean__sensor_combined.gyro_rad[2],diff_mean,sensor_combined.gyro_rad[2],sensor_combined
1182,diff_mean__sensor_preflight.accel_inconsistency_m_s_s,diff_mean,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight
1183,diff_mean__sensor_preflight.gyro_inconsistency_rad_s,diff_mean,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight
1184,diff_mean__vehicle_attitude.pitchspeed,diff_mean,vehicle_attitude.pitchspeed,vehicle_attitude
1185,diff_mean__vehicle_attitude.q[0],diff_mean,vehicle_attitude.q[0],vehicle_attitude
1186,diff_mean__vehicle_attitude.q[1],diff_mean,vehicle_attitude.q[1],vehicle_attitude
1187,diff_mean__vehicle_attitude.q[2],diff_mean,vehicle_attitude.q[2],vehicle_attitude
1188,diff_mean__vehicle_attitude.q[3],diff_mean,vehicle_attitude.q[3],vehicle_attitude
1189,diff_mean__vehicle_attitude.rollspeed,diff_mean,vehicle_attitude.rollspeed,vehicle_attitude
1190,diff_mean__vehicle_attitude.yawspeed,diff_mean,vehicle_attitude.yawspeed,vehicle_attitude
1191,diff_mean__vehicle_attitude_setpoint.pitch_body,diff_mean,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint
1192,diff_mean__vehicle_attitude_setpoint.roll_body,diff_mean,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint
1193,diff_mean__vehicle_attitude_setpoint.yaw_body,diff_mean,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint
1194,diff_mean__vehicle_land_detected.ground_contact,diff_mean,vehicle_land_detected.ground_contact,vehicle_land_detected
1195,diff_mean__vehicle_land_detected.landed,diff_mean,vehicle_land_detected.landed,vehicle_land_detected
1196,diff_mean__vehicle_land_detected.maybe_landed,diff_mean,vehicle_land_detected.maybe_landed,vehicle_land_detected
1197,diff_mean__vehicle_local_position.ax,diff_mean,vehicle_local_position.ax,vehicle_local_position
1198,diff_mean__vehicle_local_position.ay,diff_mean,vehicle_local_position.ay,vehicle_local_position
1199,diff_mean__vehicle_local_position.az,diff_mean,vehicle_local_position.az,vehicle_local_position
1200,diff_mean__vehicle_local_position.dist_bottom,diff_mean,vehicle_local_position.dist_bottom,vehicle_local_position
1201,diff_mean__vehicle_local_position.dist_bottom_rate,diff_mean,vehicle_local_position.dist_bottom_rate,vehicle_local_position
1202,diff_mean__vehicle_local_position.eph,diff_mean,vehicle_local_position.eph,vehicle_local_position
1203,diff_mean__vehicle_local_position.epv,diff_mean,vehicle_local_position.epv,vehicle_local_position
1204,diff_mean__vehicle_local_position.vx,diff_mean,vehicle_local_position.vx,vehicle_local_position
1205,diff_mean__vehicle_local_position.vy,diff_mean,vehicle_local_position.vy,vehicle_local_position
1206,diff_mean__vehicle_local_position.vz,diff_mean,vehicle_local_position.vz,vehicle_local_position
1207,diff_mean__vehicle_local_position.x,diff_mean,vehicle_local_position.x,vehicle_local_position
1208,diff_mean__vehicle_local_position.y,diff_mean,vehicle_local_position.y,vehicle_local_position
1209,diff_mean__vehicle_local_position.z,diff_mean,vehicle_local_position.z,vehicle_local_position
1210,diff_mean__vehicle_rates_setpoint.pitch,diff_mean,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint
1211,diff_mean__vehicle_rates_setpoint.roll,diff_mean,vehicle_rates_setpoint.roll,vehicle_rates_setpoint
1212,diff_mean__vehicle_rates_setpoint.yaw,diff_mean,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint
1213,diff_mean__vehicle_status.arming_state,diff_mean,vehicle_status.arming_state,vehicle_status
1214,diff_mean__vehicle_status.nav_state,diff_mean,vehicle_status.nav_state,vehicle_status
