feature_index,feature,descriptor,channel,topic
0,mean__actuator_controls_0.control[0],mean,actuator_controls_0.control[0],actuator_controls_0
1,mean__actuator_controls_0.control[1],mean,actuator_controls_0.control[1],actuator_controls_0
2,mean__actuator_controls_0.control[2],mean,actuator_controls_0.control[2],actuator_controls_0
3,mean__actuator_controls_0.control[3],mean,actuator_controls_0.control[3],actuator_controls_0
4,mean__actuator_outputs.output[0],mean,actuator_outputs.output[0],actuator_outputs
5,mean__actuator_outputs.output[1],mean,actuator_outputs.output[1],actuator_outputs
6,mean__actuator_outputs.output[2],mean,actuator_outputs.output[2],actuator_outputs
7,mean__actuator_outputs.output[3],mean,actuator_outputs.output[3],actuator_outputs
8,mean__actuator_outputs.output[4],mean,actuator_outputs.output[4],actuator_outputs
9,mean__actuator_outputs.output[5],mean,actuator_outputs.output[5],actuator_outputs
10,mean__actuator_outputs.output[6],mean,actuator_outputs.output[6],actuator_outputs
11,mean__actuator_outputs.output[7],mean,actuator_outputs.output[7],actuator_outputs
12,mean__battery_status.current_a,mean,battery_status.current_a,battery_status
13,mean__battery_status.current_filtered_a,mean,battery_status.current_filtered_a,battery_status
14,mean__battery_status.discharged_mah,mean,battery_status.discharged_mah,battery_status
15,mean__battery_status.remaining,mean,battery_status.remaining,battery_status
16,mean__battery_status.voltage_filtered_v,mean,battery_status.voltage_filtered_v,battery_status
17,mean__battery_status.voltage_v,mean,battery_status.voltage_v,battery_status
18,mean__cpuload.load,mean,cpuload.load,cpuload
19,mean__cpuload.ram_usage,mean,cpuload.ram_usage,cpuload
20,mean__distance_sensor.current_distance,mean,distance_sensor.current_distance,distance_sensor
21,mean__ekf2_innovations.hagl_innov,mean,ekf2_innovations.hagl_innov,ekf2_innovations
22,mean__ekf2_innovations.heading_innov,mean,ekf2_innovations.heading_innov,ekf2_innovations
23,mean__ekf2_innovations.output_tracking_error[0],mean,ekf2_innovations.output_tracking_error[0],ekf2_innovations
24,mean__ekf2_innovations.output_tracking_error[1],mean,ekf2_innovations.output_tracking_error[1],ekf2_innovations
25,mean__ekf2_innovations.output_tracking_error[2],mean,ekf2_innovations.output_tracking_error[2],ekf2_innovations
26,mean__ekf2_innovations.vel_pos_innov[3],mean,ekf2_innovations.vel_pos_innov[3],ekf2_innovations
27,mean__ekf2_innovations.vel_pos_innov[4],mean,ekf2_innovations.vel_pos_innov[4],ekf2_innovations
28,mean__ekf2_innovations.vel_pos_innov[5],mean,ekf2_innovations.vel_pos_innov[5],ekf2_innovations
29,mean__estimator_status.hagl_test_ratio,mean,estimator_status.hagl_test_ratio,estimator_status
30,mean__estimator_status.hgt_test_ratio,mean,estimator_status.hgt_test_ratio,estimator_status
31,mean__estimator_status.mag_test_ratio,mean,estimator_status.mag_test_ratio,estimator_status
32,mean__estimator_status.pos_horiz_accuracy,mean,estimator_status.pos_horiz_accuracy,estimator_status
33,mean__estimator_status.pos_test_ratio,mean,estimator_status.pos_test_ratio,estimator_status
34,mean__estimator_status.pos_vert_accuracy,mean,estimator_status.pos_vert_accuracy,estimator_status
35,mean__estimator_status.vibe[0],mean,estimator_status.vibe[0],estimator_status
36,mean__estimator_status.vibe[1],mean,estimator_status.vibe[1],estimator_status
37,mean__estimator_status.vibe[2],mean,estimator_status.vibe[2],estimator_status
38,mean__manual_control_setpoint.r,mean,manual_control_setpoint.r,manual_control_setpoint
39,mean__manual_control_setpoint.x,mean,manual_control_setpoint.x,manual_control_setpoint
40,mean__manual_control_setpoint.y,mean,manual_control_setpoint.y,manual_control_setpoint
41,mean__manual_control_setpoint.z,mean,manual_control_setpoint.z,manual_control_setpoint
42,mean__rate_ctrl_status.pitchspeed_integ,mean,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status
43,mean__rate_ctrl_status.rollspeed_integ,mean,rate_ctrl_status.rollspeed_integ,rate_ctrl_status
44,mean__rate_ctrl_status.yawspeed_integ,mean,rate_ctrl_status.yawspeed_integ,rate_ctrl_status
45,mean__sensor_combined.accelerometer_m_s2[0],mean,sensor_combined.accelerometer_m_s2[0],sensor_combined
46,mean__sensor_combined.accelerometer_m_s2[1],mean,sensor_combined.accelerometer_m_s2[1],sensor_combined
47,mean__sensor_combined.accelerometer_m_s2[2],mean,sensor_combined.accelerometer_m_s2[2],sensor_combined
48,mean__sensor_combined.gyro_rad[0],mean,sensor_combined.gyro_rad[0],sensor_combined
49,mean__sensor_combined.gyro_rad[1],mean,sensor_combined.gyro_rad[1],sensor_combined
50,mean__sensor_combined.gyro_rad[2],mean,sensor_combined.gyro_rad[2],sensor_combined
51,mean__sensor_preflight.accel_inconsistency_m_s_s,mean,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight
52,mean__sensor_preflight.gyro_inconsistency_rad_s,mean,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight
53,mean__vehicle_attitude.pitchspeed,mean,vehicle_attitude.pitchspeed,vehicle_attitude
54,mean__vehicle_attitude.q[0],mean,vehicle_attitude.q[0],vehicle_attitude
55,mean__vehicle_attitude.q[1],mean,vehicle_attitude.q[1],vehicle_attitude
56,mean__vehicle_attitude.q[2],mean,vehicle_attitude.q[2],vehicle_attitude
57,mean__vehicle_attitude.q[3],mean,vehicle_attitude.q[3],vehicle_attitude
58,mean__vehicle_attitude.rollspeed,mean,vehicle_attitude.rollspeed,vehicle_attitude
59,mean__vehicle_attitude.yawspeed,mean,vehicle_attitude.yawspeed,vehicle_attitude
60,mean__vehicle_attitude_setpoint.pitch_body,mean,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint
61,mean__vehicle_attitude_setpoint.roll_body,mean,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint
62,mean__vehicle_attitude_setpoint.yaw_body,mean,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint
63,mean__vehicle_land_detected.ground_contact,mean,vehicle_land_detected.ground_contact,vehicle_land_detected
64,mean__vehicle_land_detected.landed,mean,vehicle_land_detected.landed,vehicle_land_detected
65,mean__vehicle_land_detected.maybe_landed,mean,vehicle_land_detected.maybe_landed,vehicle_land_detected
66,mean__vehicle_local_position.ax,mean,vehicle_local_position.ax,vehicle_local_position
67,mean__vehicle_local_position.ay,mean,vehicle_local_position.ay,vehicle_local_position
68,mean__vehicle_local_position.az,mean,vehicle_local_position.az,vehicle_local_position
69,mean__vehicle_local_position.dist_bottom,mean,vehicle_local_position.dist_bottom,vehicle_local_position
70,mean__vehicle_local_position.dist_bottom_rate,mean,vehicle_local_position.dist_bottom_rate,vehicle_local_position
71,mean__vehicle_local_position.eph,mean,vehicle_local_position.eph,vehicle_local_position
72,mean__vehicle_local_position.epv,mean,vehicle_local_position.epv,vehicle_local_position
73,mean__vehicle_local_position.vx,mean,vehicle_local_position.vx,vehicle_local_position
74,mean__vehicle_local_position.vy,mean,vehicle_local_position.vy,vehicle_local_position
75,mean__vehicle_local_position.vz,mean,vehicle_local_position.vz,vehicle_local_position
76,mean__vehicle_local_position.x,mean,vehicle_local_position.x,vehicle_local_position
77,mean__vehicle_local_position.y,mean,vehicle_local_position.y,vehicle_local_position
78,mean__vehicle_local_position.z,mean,vehicle_local_position.z,vehicle_local_position
79,mean__vehicle_rates_setpoint.pitch,mean,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint
80,mean__vehicle_rates_setpoint.roll,mean,vehicle_rates_setpoint.roll,vehicle_rates_setpoint
81,mean__vehicle_rates_setpoint.yaw,mean,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint
82,mean__vehicle_status.arming_state,mean,vehicle_status.arming_state,vehicle_status
83,mean__vehicle_status.nav_state,mean,vehicle_status.nav_state,vehicle_status
84,mean__vehicle_vision_position.x,mean,vehicle_vision_position.x,vehicle_vision_position
85,mean__vehicle_vision_position.y,mean,vehicle_vision_position.y,vehicle_vision_position
86,mean__vehicle_vision_position.z,mean,vehicle_vision_position.z,vehicle_vision_position
87,std__actuator_controls_0.control[0],std,actuator_controls_0.control[0],actuator_controls_0
88,std__actuator_controls_0.control[1],std,actuator_controls_0.control[1],actuator_controls_0
89,std__actuator_controls_0.control[2],std,actuator_controls_0.control[2],actuator_controls_0
90,std__actuator_controls_0.control[3],std,actuator_controls_0.control[3],actuator_controls_0
91,std__actuator_outputs.output[0],std,actuator_outputs.output[0],actuator_outputs
92,std__actuator_outputs.output[1],std,actuator_outputs.output[1],actuator_outputs
93,std__actuator_outputs.output[2],std,actuator_outputs.output[2],actuator_outputs
94,std__actuator_outputs.output[3],std,actuator_outputs.output[3],actuator_outputs
95,std__actuator_outputs.output[4],std,actuator_outputs.output[4],actuator_outputs
96,std__actuator_outputs.output[5],std,actuator_outputs.output[5],actuator_outputs
97,std__actuator_outputs.output[6],std,actuator_outputs.output[6],actuator_outputs
98,std__actuator_outputs.output[7],std,actuator_outputs.output[7],actuator_outputs
99,std__battery_status.current_a,std,battery_status.current_a,battery_status
100,std__battery_status.current_filtered_a,std,battery_status.current_filtered_a,battery_status
101,std__battery_status.discharged_mah,std,battery_status.discharged_mah,battery_status
102,std__battery_status.remaining,std,battery_status.remaining,battery_status
103,std__battery_status.voltage_filtered_v,std,battery_status.voltage_filtered_v,battery_status
104,std__battery_status.voltage_v,std,battery_status.voltage_v,battery_status
105,std__cpuload.load,std,cpuload.load,cpuload
106,std__cpuload.ram_usage,std,cpuload.ram_usage,cpuload
107,std__distance_sensor.current_distance,std,distance_sensor.current_distance,distance_sensor
108,std__ekf2_innovations.hagl_innov,std,ekf2_innovations.hagl_innov,ekf2_innovations
109,std__ekf2_innovations.heading_innov,std,ekf2_innovations.heading_innov,ekf2_innovations
110,std__ekf2_innovations.output_tracking_error[0],std,ekf2_innovations.output_tracking_error[0],ekf2_innovations
111,std__ekf2_innovations.output_tracking_error[1],std,ekf2_innovations.output_tracking_error[1],ekf2_innovations
112,std__ekf2_innovations.output_tracking_error[2],std,ekf2_innovations.output_tracking_error[2],ekf2_innovations
113,std__ekf2_innovations.vel_pos_innov[3],std,ekf2_innovations.vel_pos_innov[3],ekf2_innovations
114,std__ekf2_innovations.vel_pos_innov[4],std,ekf2_innovations.vel_pos_innov[4],ekf2_innovations
115,std__ekf2_innovations.vel_pos_innov[5],std,ekf2_innovations.vel_pos_innov[5],ekf2_innovations
116,std__estimator_status.hagl_test_ratio,std,estimator_status.hagl_test_ratio,estimator_status
117,std__estimator_status.hgt_test_ratio,std,estimator_status.hgt_test_ratio,estimator_status
118,std__estimator_status.mag_test_ratio,std,estimator_status.mag_test_ratio,estimator_status
119,std__estimator_status.pos_horiz_accuracy,std,estimator_status.pos_horiz_accuracy,estimator_status
120,std__estimator_status.pos_test_ratio,std,estimator_status.pos_test_ratio,estimator_status
121,std__estimator_status.pos_vert_accuracy,std,estimator_status.pos_vert_accuracy,estimator_status
122,std__estimator_status.vibe[0],std,estimator_status.vibe[0],estimator_status
123,std__estimator_status.vibe[1],std,estimator_status.vibe[1],estimator_status
124,std__estimator_status.vibe[2],std,estimator_status.vibe[2],estimator_status
125,std__manual_control_setpoint.r,std,manual_control_setpoint.r,manual_control_setpoint
126,std__manual_control_setpoint.x,std,manual_control_setpoint.x,manual_control_setpoint
127,std__manual_control_setpoint.y,std,manual_control_setpoint.y,manual_control_setpoint
128,std__manual_control_setpoint.z,std,manual_control_setpoint.z,manual_control_setpoint
129,std__rate_ctrl_status.pitchspeed_integ,std,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status
130,std__rate_ctrl_status.rollspeed_integ,std,rate_ctrl_status.rollspeed_integ,rate_ctrl_status
131,std__rate_ctrl_status.yawspeed_integ,std,rate_ctrl_status.yawspeed_integ,rate_ctrl_status
132,std__sensor_combined.accelerometer_m_s2[0],std,sensor_combined.accelerometer_m_s2[0],sensor_combined
133,std__sensor_combined.accelerometer_m_s2[1],std,sensor_combined.accelerometer_m_s2[1],sensor_combined
134,std__sensor_combined.accelerometer_m_s2[2],std,sensor_combined.accelerometer_m_s2[2],sensor_combined
135,std__sensor_combined.gyro_rad[0],std,sensor_combined.gyro_rad[0],sensor_combined
136,std__sensor_combined.gyro_rad[1],std,sensor_combined.gyro_rad[1],sensor_combined
137,std__sensor_combined.gyro_rad[2],std,sensor_combined.gyro_rad[2],sensor_combined
138,std__sensor_preflight.accel_inconsistency_m_s_s,std,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight
139,std__sensor_preflight.gyro_inconsistency_rad_s,std,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight
140,std__vehicle_attitude.pitchspeed,std,vehicle_attitude.pitchspeed,vehicle_attitude
141,std__vehicle_attitude.q[0],std,vehicle_attitude.q[0],vehicle_attitude
142,std__vehicle_attitude.q[1],std,vehicle_attitude.q[1],vehicle_attitude
143,std__vehicle_attitude.q[2],std,vehicle_attitude.q[2],vehicle_attitude
144,std__vehicle_attitude.q[3],std,vehicle_attitude.q[3],vehicle_attitude
145,std__vehicle_attitude.rollspeed,std,vehicle_attitude.rollspeed,vehicle_attitude
146,std__vehicle_attitude.yawspeed,std,vehicle_attitude.yawspeed,vehicle_attitude
147,std__vehicle_attitude_setpoint.pitch_body,std,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint
148,std__vehicle_attitude_setpoint.roll_body,std,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint
149,std__vehicle_attitude_setpoint.yaw_body,std,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint
150,std__vehicle_land_detected.ground_contact,std,vehicle_land_detected.ground_contact,vehicle_land_detected
151,std__vehicle_land_detected.landed,std,vehicle_land_detected.landed,vehicle_land_detected
152,std__vehicle_land_detected.maybe_landed,std,vehicle_land_detected.maybe_landed,vehicle_land_detected
153,std__vehicle_local_position.ax,std,vehicle_local_position.ax,vehicle_local_position
154,std__vehicle_local_position.ay,std,vehicle_local_position.ay,vehicle_local_position
155,std__vehicle_local_position.az,std,vehicle_local_position.az,vehicle_local_position
156,std__vehicle_local_position.dist_bottom,std,vehicle_local_position.dist_bottom,vehicle_local_position
157,std__vehicle_local_position.dist_bottom_rate,std,vehicle_local_position.dist_bottom_rate,vehicle_local_position
158,std__vehicle_local_position.eph,std,vehicle_local_position.eph,vehicle_local_position
159,std__vehicle_local_position.epv,std,vehicle_local_position.epv,vehicle_local_position
160,std__vehicle_local_position.vx,std,vehicle_local_position.vx,vehicle_local_position
161,std__vehicle_local_position.vy,std,vehicle_local_position.vy,vehicle_local_position
162,std__vehicle_local_position.vz,std,vehicle_local_position.vz,vehicle_local_position
163,std__vehicle_local_position.x,std,vehicle_local_position.x,vehicle_local_position
164,std__vehicle_local_position.y,std,vehicle_local_position.y,vehicle_local_position
165,std__vehicle_local_position.z,std,vehicle_local_position.z,vehicle_local_position
166,std__vehicle_rates_setpoint.pitch,std,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint
167,std__vehicle_rates_setpoint.roll,std,vehicle_rates_setpoint.roll,vehicle_rates_setpoint
168,std__vehicle_rates_setpoint.yaw,std,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint
169,std__vehicle_status.arming_state,std,vehicle_status.arming_state,vehicle_status
170,std__vehicle_status.nav_state,std,vehicle_status.nav_state,vehicle_status
171,std__vehicle_vision_position.x,std,vehicle_vision_position.x,vehicle_vision_position
172,std__vehicle_vision_position.y,std,vehicle_vision_position.y,vehicle_vision_position
173,std__vehicle_vision_position.z,std,vehicle_vision_position.z,vehicle_vision_position
174,min__actuator_controls_0.control[0],min,actuator_controls_0.control[0],actuator_controls_0
175,min__actuator_controls_0.control[1],min,actuator_controls_0.control[1],actuator_controls_0
176,min__actuator_controls_0.control[2],min,actuator_controls_0.control[2],actuator_controls_0
177,min__actuator_controls_0.control[3],min,actuator_controls_0.control[3],actuator_controls_0
178,min__actuator_outputs.output[0],min,actuator_outputs.output[0],actuator_outputs
179,min__actuator_outputs.output[1],min,actuator_outputs.output[1],actuator_outputs
180,min__actuator_outputs.output[2],min,actuator_outputs.output[2],actuator_outputs
181,min__actuator_outputs.output[3],min,actuator_outputs.output[3],actuator_outputs
182,min__actuator_outputs.output[4],min,actuator_outputs.output[4],actuator_outputs
183,min__actuator_outputs.output[5],min,actuator_outputs.output[5],actuator_outputs
184,min__actuator_outputs.output[6],min,actuator_outputs.output[6],actuator_outputs
185,min__actuator_outputs.output[7],min,actuator_outputs.output[7],actuator_outputs
186,min__battery_status.current_a,min,battery_status.current_a,battery_status
187,min__battery_status.current_filtered_a,min,battery_status.current_filtered_a,battery_status
188,min__battery_status.discharged_mah,min,battery_status.discharged_mah,battery_status
189,min__battery_status.remaining,min,battery_status.remaining,battery_status
190,min__battery_status.voltage_filtered_v,min,battery_status.voltage_filtered_v,battery_status
191,min__battery_status.voltage_v,min,battery_status.voltage_v,battery_status
192,min__cpuload.load,min,cpuload.load,cpuload
193,min__cpuload.ram_usage,min,cpuload.ram_usage,cpuload
194,min__distance_sensor.current_distance,min,distance_sensor.current_distance,distance_sensor
195,min__ekf2_innovations.hagl_innov,min,ekf2_innovations.hagl_innov,ekf2_innovations
196,min__ekf2_innovations.heading_innov,min,ekf2_innovations.heading_innov,ekf2_innovations
197,min__ekf2_innovations.output_tracking_error[0],min,ekf2_innovations.output_tracking_error[0],ekf2_innovations
198,min__ekf2_innovations.output_tracking_error[1],min,ekf2_innovations.output_tracking_error[1],ekf2_innovations
199,min__ekf2_innovations.output_tracking_error[2],min,ekf2_innovations.output_tracking_error[2],ekf2_innovations
200,min__ekf2_innovations.vel_pos_innov[3],min,ekf2_innovations.vel_pos_innov[3],ekf2_innovations
201,min__ekf2_innovations.vel_pos_innov[4],min,ekf2_innovations.vel_pos_innov[4],ekf2_innovations
202,min__ekf2_innovations.vel_pos_innov[5],min,ekf2_innovations.vel_pos_innov[5],ekf2_innovations
203,min__estimator_status.hagl_test_ratio,min,estimator_status.hagl_test_ratio,estimator_status
204,min__estimator_status.hgt_test_ratio,min,estimator_status.hgt_test_ratio,estimator_status
205,min__estimator_status.mag_test_ratio,min,estimator_status.mag_test_ratio,estimator_status
206,min__estimator_status.pos_horiz_accuracy,min,estimator_status.pos_horiz_accuracy,estimator_status
207,min__estimator_status.pos_test_ratio,min,estimator_status.pos_test_ratio,estimator_status
208,min__estimator_status.pos_vert_accuracy,min,estimator_status.pos_vert_accuracy,estimator_status
209,min__estimator_status.vibe[0],min,estimator_status.vibe[0],estimator_status
210,min__estimator_status.vibe[1],min,estimator_status.vibe[1],estimator_status
211,min__estimator_status.vibe[2],min,estimator_status.vibe[2],estimator_status
212,min__manual_control_setpoint.r,min,manual_control_setpoint.r,manual_control_setpoint
213,min__manual_control_setpoint.x,min,manual_control_setpoint.x,manual_control_setpoint
214,min__manual_control_setpoint.y,min,manual_control_setpoint.y,manual_control_setpoint
215,min__manual_control_setpoint.z,min,manual_control_setpoint.z,manual_control_setpoint
216,min__rate_ctrl_status.pitchspeed_integ,min,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status
217,min__rate_ctrl_status.rollspeed_integ,min,rate_ctrl_status.rollspeed_integ,rate_ctrl_status
218,min__rate_ctrl_status.yawspeed_integ,min,rate_ctrl_status.yawspeed_integ,rate_ctrl_status
219,min__sensor_combined.accelerometer_m_s2[0],min,sensor_combined.accelerometer_m_s2[0],sensor_combined
220,min__sensor_combined.accelerometer_m_s2[1],min,sensor_combined.accelerometer_m_s2[1],sensor_combined
221,min__sensor_combined.accelerometer_m_s2[2],min,sensor_combined.accelerometer_m_s2[2],sensor_combined
222,min__sensor_combined.gyro_rad[0],min,sensor_combined.gyro_rad[0],sensor_combined
223,min__sensor_combined.gyro_rad[1],min,sensor_combined.gyro_rad[1],sensor_combined
224,min__sensor_combined.gyro_rad[2],min,sensor_combined.gyro_rad[2],sensor_combined
225,min__sensor_preflight.accel_inconsistency_m_s_s,min,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight
226,min__sensor_preflight.gyro_inconsistency_rad_s,min,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight
227,min__vehicle_attitude.pitchspeed,min,vehicle_attitude.pitchspeed,vehicle_attitude
228,min__vehicle_attitude.q[0],min,vehicle_attitude.q[0],vehicle_attitude
229,min__vehicle_attitude.q[1],min,vehicle_attitude.q[1],vehicle_attitude
230,min__vehicle_attitude.q[2],min,vehicle_attitude.q[2],vehicle_attitude
231,min__vehicle_attitude.q[3],min,vehicle_attitude.q[3],vehicle_attitude
232,min__vehicle_attitude.rollspeed,min,vehicle_attitude.rollspeed,vehicle_attitude
233,min__vehicle_attitude.yawspeed,min,vehicle_attitude.yawspeed,vehicle_attitude
234,min__vehicle_attitude_setpoint.pitch_body,min,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint
235,min__vehicle_attitude_setpoint.roll_body,min,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint
236,min__vehicle_attitude_setpoint.yaw_body,min,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint
237,min__vehicle_land_detected.ground_contact,min,vehicle_land_detected.ground_contact,vehicle_land_detected
238,min__vehicle_land_detected.landed,min,vehicle_land_detected.landed,vehicle_land_detected
239,min__vehicle_land_detected.maybe_landed,min,vehicle_land_detected.maybe_landed,vehicle_land_detected
240,min__vehicle_local_position.ax,min,vehicle_local_position.ax,vehicle_local_position
241,min__vehicle_local_position.ay,min,vehicle_local_position.ay,vehicle_local_position
242,min__vehicle_local_position.az,min,vehicle_local_position.az,vehicle_local_position
243,min__vehicle_local_position.dist_bottom,min,vehicle_local_position.dist_bottom,vehicle_local_position
244,min__vehicle_local_position.dist_bottom_rate,min,vehicle_local_position.dist_bottom_rate,vehicle_local_position
245,min__vehicle_local_position.eph,min,vehicle_local_position.eph,vehicle_local_position
246,min__vehicle_local_position.epv,min,vehicle_local_position.epv,vehicle_local_position
247,min__vehicle_local_position.vx,min,vehicle_local_position.vx,vehicle_local_position
248,min__vehicle_local_position.vy,min,vehicle_local_position.vy,vehicle_local_position
249,min__vehicle_local_position.vz,min,vehicle_local_position.vz,vehicle_local_position
250,min__vehicle_local_position.x,min,vehicle_local_position.x,vehicle_local_position
251,min__vehicle_local_position.y,min,vehicle_local_position.y,vehicle_local_position
252,min__vehicle_local_position.z,min,vehicle_local_position.z,vehicle_local_position
253,min__vehicle_rates_setpoint.pitch,min,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint
254,min__vehicle_rates_setpoint.roll,min,vehicle_rates_setpoint.roll,vehicle_rates_setpoint
255,min__vehicle_rates_setpoint.yaw,min,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint
256,min__vehicle_status.arming_state,min,vehicle_status.arming_state,vehicle_status
257,min__vehicle_status.nav_state,min,vehicle_status.nav_state,vehicle_status
258,min__vehicle_vision_position.x,min,vehicle_vision_position.x,vehicle_vision_position
259,min__vehicle_vision_position.y,min,vehicle_vision_position.y,vehicle_vision_position
260,min__vehicle_vision_position.z,min,vehicle_vision_position.z,vehicle_vision_position
261,max__actuator_controls_0.control[0],max,actuator_controls_0.control[0],actuator_controls_0
262,max__actuator_controls_0.control[1],max,actuator_controls_0.control[1],actuator_controls_0
263,max__actuator_controls_0.control[2],max,actuator_controls_0.control[2],actuator_controls_0
264,max__actuator_controls_0.control[3],max,actuator_controls_0.control[3],actuator_controls_0
265,max__actuator_outputs.output[0],max,actuator_outputs.output[0],actuator_outputs
266,max__actuator_outputs.output[1],max,actuator_outputs.output[1],actuator_outputs
267,max__actuator_outputs.output[2],max,actuator_outputs.output[2],actuator_outputs
268,max__actuator_outputs.output[3],max,actuator_outputs.output[3],actuator_outputs
269,max__actuator_outputs.output[4],max,actuator_outputs.output[4],actuator_outputs
270,max__actuator_outputs.output[5],max,actuator_outputs.output[5],actuator_outputs
271,max__actuator_outputs.output[6],max,actuator_outputs.output[6],actuator_outputs
272,max__actuator_outputs.output[7],max,actuator_outputs.output[7],actuator_outputs
273,max__battery_status.current_a,max,battery_status.current_a,battery_status
274,max__battery_status.current_filtered_a,max,battery_status.current_filtered_a,battery_status
275,max__battery_status.discharged_mah,max,battery_status.discharged_mah,battery_status
276,max__battery_status.remaining,max,battery_status.remaining,battery_status
277,max__battery_status.voltage_filtered_v,max,battery_status.voltage_filtered_v,battery_status
278,max__battery_status.voltage_v,max,battery_status.voltage_v,battery_status
279,max__cpuload.load,max,cpuload.load,cpuload
280,max__cpuload.ram_usage,max,cpuload.ram_usage,cpuload
281,max__distance_sensor.current_distance,max,distance_sensor.current_distance,distance_sensor
282,max__ekf2_innovations.hagl_innov,max,ekf2_innovations.hagl_innov,ekf2_innovations
283,max__ekf2_innovations.heading_innov,max,ekf2_innovations.heading_innov,ekf2_innovations
284,max__ekf2_innovations.output_tracking_error[0],max,ekf2_innovations.output_tracking_error[0],ekf2_innovations
285,max__ekf2_innovations.output_tracking_error[1],max,ekf2_innovations.output_tracking_error[1],ekf2_innovations
286,max__ekf2_innovations.output_tracking_error[2],max,ekf2_innovations.output_tracking_error[2],ekf2_innovations
287,max__ekf2_innovations.vel_pos_innov[3],max,ekf2_innovations.vel_pos_innov[3],ekf2_innovations
288,max__ekf2_innovations.vel_pos_innov[4],max,ekf2_innovations.vel_pos_innov[4],ekf2_innovations
289,max__ekf2_innovations.vel_pos_innov[5],max,ekf2_innovations.vel_pos_innov[5],ekf2_innovations
290,max__estimator_status.hagl_test_ratio,max,estimator_status.hagl_test_ratio,estimator_status
291,max__estimator_status.hgt_test_ratio,max,estimator_status.hgt_test_ratio,estimator_status
292,max__estimator_status.mag_test_ratio,max,estimator_status.mag_test_ratio,estimator_status
293,max__estimator_status.pos_horiz_accuracy,max,estimator_status.pos_horiz_accuracy,estimator_status
294,max__estimator_status.pos_test_ratio,max,estimator_status.pos_test_ratio,estimator_status
295,max__estimator_status.pos_vert_accuracy,max,estimator_status.pos_vert_accuracy,estimator_status
296,max__estimator_status.vibe[0],max,estimator_status.vibe[0],estimator_status
297,max__estimator_status.vibe[1],max,estimator_status.vibe[1],estimator_status
298,max__estimator_status.vibe[2],max,estimator_status.vibe[2],estimator_status
299,max__manual_control_setpoint.r,max,manual_control_setpoint.r,manual_control_setpoint
300,max__manual_control_setpoint.x,max,manual_control_setpoint.x,manual_control_setpoint
301,max__manual_control_setpoint.y,max,manual_control_setpoint.y,manual_control_setpoint
302,max__manual_control_setpoint.z,max,manual_control_setpoint.z,manual_control_setpoint
303,max__rate_ctrl_status.pitchspeed_integ,max,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status
304,max__rate_ctrl_status.rollspeed_integ,max,rate_ctrl_status.rollspeed_integ,rate_ctrl_status
305,max__rate_ctrl_status.yawspeed_integ,max,rate_ctrl_status.yawspeed_integ,rate_ctrl_status
306,max__sensor_combined.accelerometer_m_s2[0],max,sensor_combined.accelerometer_m_s2[0],sensor_combined
307,max__sensor_combined.accelerometer_m_s2[1],max,sensor_combined.accelerometer_m_s2[1],sensor_combined
308,max__sensor_combined.accelerometer_m_s2[2],max,sensor_combined.accelerometer_m_s2[2],sensor_combined
309,max__sensor_combined.gyro_rad[0],max,sensor_combined.gyro_rad[0],sensor_combined
310,max__sensor_combined.gyro_rad[1],max,sensor_combined.gyro_rad[1],sensor_combined
311,max__sensor_combined.gyro_rad[2],max,sensor_combined.gyro_rad[2],sensor_combined
312,max__sensor_preflight.accel_inconsistency_m_s_s,max,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight
313,max__sensor_preflight.gyro_inconsistency_rad_s,max,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight
314,max__vehicle_attitude.pitchspeed,max,vehicle_attitude.pitchspeed,vehicle_attitude
315,max__vehicle_attitude.q[0],max,vehicle_attitude.q[0],vehicle_attitude
316,max__vehicle_attitude.q[1],max,vehicle_attitude.q[1],vehicle_attitude
