mode,module,mean_abs_shap,seed_std,seeds,shap_share,rank
consumer_only,src/drivers/camera_trigger,0.11358440940318648,0.0046537507276940195,5,0.017187348210674414,16
consumer_only,src/examples/fixedwing_control,0.10417878204033518,0.004273620367274478,5,0.01576410893448694,17
consumer_only,src/drivers/vmount,0.10308213623101843,0.004298459969181042,5,0.015598166852404194,18
consumer_only,src/modules/ekf2,0.08828663317627619,0.005427465662212435,5,0.01335934319438535,19
consumer_only,src/modules/gnd_pos_control,0.08346163851484947,0.0027992080489332087,5,0.01262923539353201,20
consumer_only,src/examples/uuv_example_app,0.04588234081733697,0.0034400457841184083,5,0.006942816998318494,21
consumer_only,src/drivers/blinkm,0.029953541622797286,0.002005796505984907,5,0.004532505409140277,22
consumer_only,src/modules/gpio_led,0.029953541622797286,0.002005796505984907,5,0.004532505409140277,22
consumer_only,src/drivers/batt_smbus,0.028856895813480544,0.0020383916464656484,5,0.004366563327057532,23
consumer_only,src/examples/px4_simple_app,0.026261843101168015,0.0017824060099281337,5,0.0039738855394463105,24
consumer_only,src/modules/attitude_estimator_q,0.026261843101168015,0.0017824060099281337,5,0.0039738855394463105,24
consumer_only,src/modules/sdlog2,0.026261843101168015,0.0017824060099281337,5,0.0039738855394463105,24
consumer_only,src/templates/module,0.026261843101168015,0.0017824060099281337,5,0.0039738855394463105,24
consumer_only,src/modules/camera_feedback,0.01962049771616895,0.0016806331662545192,5,0.0029689314588721835,25
consumer_only,src/modules/replay,0.01962049771616895,0.0016806331662545192,5,0.0029689314588721835,25
consumer_only,src/modules/logger,0.0010966458093167426,6.316388969376822e-05,5,0.0001659420820827452,26
producer_only,src/modules/ekf2,1.6406892160461417,0.09990594631670144,5,0.2273565442345966,1
producer_only,src/modules/mavlink,1.4922115976169033,0.05637592523204339,5,0.20678143598612178,2
producer_only,src/modules/sensors,0.7477734933338909,0.034362868198842135,5,0.1036218167657197,3
producer_only,src/modules/position_estimator_inav,0.5111298423143392,0.02094187827462311,5,0.07082920608438635,4
producer_only,src/modules/load_mon,0.47873457656963286,0.027503391073075204,5,0.06634007091043352,5
producer_only,src/modules/vtol_att_control,0.3339774360762927,0.011476289122866825,5,0.04628052343857263,6
producer_only,src/examples/hwtest,0.2341433559338407,0.008247594475165772,5,0.032446135282644555,7
producer_only,src/examples/uuv_example_app,0.2341433559338407,0.008247594475165772,5,0.032446135282644555,7
producer_only,src/platforms/qurt/tests/muorb,0.11817829395525607,0.008020827044676604,5,0.016376415627304096,8
producer_only,src/platforms/posix/drivers/df_bebop_bus_wrapper,0.10578379034395073,0.006534996124739198,5,0.014658862125391909,9
producer_only,src/modules/simulator,0.09325247557331921,0.006347718323343119,5,0.012922350180836888,10
producer_only,src/examples/px4_simple_app,0.08829223972276028,0.007562849248145335,5,0.01223499143516941,11
producer_only,src/modules/attitude_estimator_q,0.08829223972276028,0.007562849248145335,5,0.01223499143516941,11
producer_only,src/modules/fw_att_control,0.07278124608196868,0.0061024735569848556,5,0.010085574057810354,12
producer_only,src/modules/mc_att_control,0.07278124608196868,0.0061024735569848556,5,0.010085574057810354,12
producer_only,src/modules/gnd_pos_control,0.06496516969364349,0.0010219525891271926,5,0.009002470628017794,13
producer_only,src/modules/navigator,0.06496516969364349,0.0010219525891271926,5,0.009002470628017794,13
producer_only,src/drivers/linux_pwm_out,0.06455965346754995,0.0036460719263993573,5,0.00894627670238338,14
producer_only,src/drivers/mkblctrl,0.06455965346754995,0.0036460719263993573,5,0.00894627670238338,14
producer_only,src/drivers/pwm_out_sim,0.06455965346754995,0.0036460719263993573,5,0.00894627670238338,14
producer_only,src/drivers/px4fmu,0.06455965346754995,0.0036460719263993573,5,0.00894627670238338,14
producer_only,src/drivers/px4io,0.06455965346754995,0.0036460719263993573,5,0.00894627670238338,14
producer_only,src/drivers/snapdragon_pwm_out,0.06455965346754995,0.0036460719263993573,5,0.00894627670238338,14
producer_only,src/drivers/tap_esc,0.06455965346754995,0.0036460719263993573,5,0.00894627670238338,14
producer_only,src/modules/uavcan,0.06455965346754995,0.0036460719263993573,5,0.00894627670238338,14
producer_only,src/platforms/qurt/fc_addon/uart_esc,0.06455965346754995,0.0036460719263993573,5,0.00894627670238338,14
producer_only,src/drivers/telemetry,0.04122413687640078,0.0029119880663794973,5,0.0057125854230085284,15
producer_only,src/modules/syslink,0.04122413687640078,0.0029119880663794973,5,0.0057125854230085284,15
producer_only,src/platforms/posix/drivers/df_ltc2946_wrapper,0.04122413687640078,0.0029119880663794973,5,0.0057125854230085284,15
producer_only,src/examples/fixedwing_control,0.034868910448808556,0.0030839723542756855,5,0.004831917527910281,16
producer_only,src/modules/commander,0.01644968713975114,0.000947458345406523,5,0.002279495705376127,17
producer_only,src/modules/land_detector,0.006520592098519744,0.0007565887495678433,5,0.0009035832450069401,18
producer_only,src/drivers/distance_sensor,0.002345593085003405,0.00010636891641605352,5,0.0003250377541165863,19
producer_only,src/drivers/px4flow,0.002345593085003405,0.00010636891641605352,5,0.0003250377541165863,19
producer_only,src/platforms/posix/drivers/df_bebop_rangefinder_wrapper,0.002345593085003405,0.00010636891641605352,5,0.0003250377541165863,19
producer_only,src/platforms/posix/drivers/df_isl29501_wrapper,0.002345593085003405,0.00010636891641605352,5,0.0003250377541165863,19
producer_only,src/platforms/posix/drivers/df_trone_wrapper,0.002345593085003405,0.00010636891641605352,5,0.0003250377541165863,19
