dataset,source_log,run_id,condition,mutation_id,method,detected,any_alarm,pre_onset_alarm,normal_post30_alarm,first_alarm_s,delay_s,observation_end_s,rank,top1,top3,top5,mrr
transfer,2018-12-19__07_49_17,ekf2_innovation_bias__2018-12-19__07_49_17__baseline,normal,ekf2_innovation_bias,channel_gate_fixed_rank,True,True,False,True,42.414989999999996,12.414989999999996,85.61498999999999,,0,0,0,0.0
transfer,2018-12-19__07_49_17,ekf2_innovation_bias__2018-12-19__07_49_17__baseline,normal,ekf2_innovation_bias,channel_gate_new_rank,True,True,False,True,42.414989999999996,12.414989999999996,85.61498999999999,,0,0,0,0.0
transfer,2018-12-19__07_49_17,ekf2_innovation_bias__2018-12-19__07_49_17__fault,fault,ekf2_innovation_bias,original_primary,True,True,True,True,12.822598000000001,0.42259799999999714,85.622598,1.0,1,1,1,1.0
transfer,2018-12-19__07_49_17,ekf2_innovation_bias__2018-12-19__07_49_17__fault,fault,ekf2_innovation_bias,channel_gate_fixed_rank,True,True,False,True,32.822598,2.8225979999999993,85.622598,1.0,1,1,1,1.0
transfer,2018-12-19__07_49_17,ekf2_innovation_bias__2018-12-19__07_49_17__fault,fault,ekf2_innovation_bias,channel_gate_new_rank,True,True,False,True,32.822598,2.8225979999999993,85.622598,1.0,1,1,1,1.0
transfer,2018-12-20__07_47_50,ekf2_innovation_bias__2018-12-20__07_47_50__baseline,normal,ekf2_innovation_bias,original_primary,True,True,True,True,14.420597,0.4205969999999972,121.62059699999999,,0,0,0,0.0
transfer,2018-12-20__07_47_50,ekf2_innovation_bias__2018-12-20__07_47_50__baseline,normal,ekf2_innovation_bias,channel_gate_fixed_rank,True,True,True,True,14.420597,0.4205969999999972,121.62059699999999,,0,0,0,0.0
transfer,2018-12-20__07_47_50,ekf2_innovation_bias__2018-12-20__07_47_50__baseline,normal,ekf2_innovation_bias,channel_gate_new_rank,True,True,True,True,14.420597,0.4205969999999972,121.62059699999999,,0,0,0,0.0
transfer,2018-12-20__07_47_50,ekf2_innovation_bias__2018-12-20__07_47_50__fault,fault,ekf2_innovation_bias,original_primary,True,True,True,True,12.818876000000001,0.41887599999999736,121.618876,1.0,1,1,1,1.0
transfer,2018-12-20__07_47_50,ekf2_innovation_bias__2018-12-20__07_47_50__fault,fault,ekf2_innovation_bias,channel_gate_fixed_rank,True,True,False,True,32.818875999999996,2.818875999999996,121.618876,1.0,1,1,1,1.0
transfer,2018-12-20__07_47_50,ekf2_innovation_bias__2018-12-20__07_47_50__fault,fault,ekf2_innovation_bias,channel_gate_new_rank,True,True,False,True,32.818875999999996,2.818875999999996,121.618876,1.0,1,1,1,1.0
transfer,2018-12-25__08_44_40,ekf2_innovation_bias__2018-12-25__08_44_40__baseline,normal,ekf2_innovation_bias,original_primary,True,True,True,True,23.222452,1.2224520000000005,140.022452,,0,0,0,0.0
transfer,2018-12-25__08_44_40,ekf2_innovation_bias__2018-12-25__08_44_40__baseline,normal,ekf2_innovation_bias,channel_gate_fixed_rank,True,True,True,True,16.022452,8.422452,140.022452,,0,0,0,0.0
